source_row_1based,Source,Year,Model,Average,Average_numeric,duplicate_group_rows,conflicting_duplicate_metrics,kept_for_summary
1051,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,15.92,15.92,2,True,False
1052,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,16.45,16.45,2,True,False
1053,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_AI_HumanAI_RP,7.78,7.78,1,False,True
1054,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_AI_HumanAI_TextVision,9.50,9.5,1,False,True
1055,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_HumanAI_M1,10.39,10.39,1,False,True
1056,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_HumanAI_M2,12.48,12.48,1,False,True
1057,Open LLM Leaderboard,2024,LeroyDyer/SpydazWeb_HumanAI_M3,5.51,5.51,1,False,True
1058,Open LLM Leaderboard,2024,LeroyDyer/_Spydaz_Web_AI_12,6.62,6.62,1,False,True
1059,Open LLM Leaderboard,2024,LeroyDyer/_Spydaz_Web_AI_14,4.38,4.38,1,False,True
1080,Open LLM Leaderboard,2024,LeroyDyer/_Spydaz_Web_AI_BIBLE_002,6.86,6.86,1,False,True
1081,Open LLM Leaderboard,2024,LeroyDyer/_Spydaz_Web_AI_ChatML_002,5.72,5.72,1,False,True
1082,Open LLM Leaderboard,2024,LeroyDyer/_Spydaz_Web_AI_ChatQA,5.12,5.12,1,False,True
1083,Open LLM Leaderboard,2024,LeroyDyer/_Spydaz_Web_AI_ChatQA_003,6.26,6.26,1,False,True
1089,Open LLM Leaderboard,2024,Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,21.16,21.16,1,False,True
1090,Open LLM Leaderboard,2024,Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,21.07,21.07,1,False,True
1091,Open LLM Leaderboard,2024,Lil-R/2_PRYMMAL-ECE-7B-SLERP,31.52,31.52,1,False,True
1092,Open LLM Leaderboard,2024,Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,3.73,3.73,1,False,True
1093,Open LLM Leaderboard,2024,Lil-R/2_PRYMMAL-ECE-7B-SLERP-V2,3.73,3.73,1,False,True
1094,Open LLM Leaderboard,2024,Lil-R/2_PRYMMAL-ECE-7B-SLERP-V3,8.88,8.88,1,False,True
1095,Open LLM Leaderboard,2024,Lil-R/PRYMMAL-ECE-1B-SLERP-V1,14.88,14.88,1,False,True
1096,Open LLM Leaderboard,2024,Lil-R/PRYMMAL-ECE-7B-SLERP-V8,3.39,3.39,1,False,True
1097,Open LLM Leaderboard,2024,LilRg/10PRYMMAL-3B-slerp,21.09,21.09,1,False,True
1098,Open LLM Leaderboard,2024,LilRg/ECE-1B-merge-PRYMMAL,14.50,14.5,1,False,True
1099,Open LLM Leaderboard,2024,LilRg/ECE_Finetunning,11.99,11.99,1,False,True
1100,Open LLM Leaderboard,2024,LilRg/PRYMMAL-6B-slerp,3.23,3.23,1,False,True
1101,Open LLM Leaderboard,2024,LilRg/PRYMMAL-ECE-7B-SLERP-V3,3.53,3.53,1,False,True
1102,Open LLM Leaderboard,2024,LilRg/PRYMMAL-ECE-7B-SLERP-V4,3.54,3.54,1,False,True
1103,Open LLM Leaderboard,2024,LilRg/PRYMMAL-ECE-7B-SLERP-V5,3.54,3.54,1,False,True
1104,Open LLM Leaderboard,2024,LilRg/PRYMMAL-ECE-7B-SLERP-V6,3.53,3.53,1,False,True
1105,Open LLM Leaderboard,2024,LilRg/PRYMMAL-ECE-7B-SLERP-V7,3.54,3.54,1,False,True
1106,Open LLM Leaderboard,2024,LilRg/PRYMMAL-slerp-Merge,23.43,23.43,1,False,True
1107,Open LLM Leaderboard,2024,LimYeri/CodeMind-Llama3-8B-unsloth_v2-merged,22.47,22.47,1,False,True
1108,Open LLM Leaderboard,2024,LimYeri/CodeMind-Llama3-8B-unsloth_v3-merged,21.91,21.91,1,False,True
1109,Open LLM Leaderboard,2024,LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-DPO-merged,21.71,21.71,1,False,True
1110,Open LLM Leaderboard,2024,LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-merged,17.61,17.61,1,False,True
1111,Open LLM Leaderboard,2024,LimYeri/CodeMind-Llama3.1-8B-unsloth-merged,22.32,22.32,1,False,True
1113,Open LLM Leaderboard,2024,Locutusque/Hercules-6.0-Llama-3.1-8B,23.84,23.84,1,False,True
1114,Open LLM Leaderboard,2024,Locutusque/Hercules-6.1-Llama-3.1-8B,22.72,22.72,1,False,True
1115,Open LLM Leaderboard,2024,Locutusque/Llama-3-NeuralHercules-5.0-8B,16.04,16.04,1,False,True
1116,Open LLM Leaderboard,2024,Locutusque/Llama-3-Yggdrasil-2.0-8B,20.46,20.46,1,False,True
1117,Open LLM Leaderboard,2024,Locutusque/TinyMistral-248M-v2.5,4.04,4.04,1,False,True
1118,Open LLM Leaderboard,2024,Luni/StarDust-12b-v1,23.45,23.45,1,False,True
1119,Open LLM Leaderboard,2024,Luni/StarDust-12b-v2,24.22,24.22,1,False,True
1138,Open LLM Leaderboard,2024,Lyte/Llama-3.1-8B-Instruct-Reasoner-1o1_v0.3,25.75,25.75,1,False,True
1139,Open LLM Leaderboard,2024,Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,14.65,14.65,1,False,True
1140,Open LLM Leaderboard,2024,Lyte/Llama-3.2-3B-Overthinker,21.17,21.17,1,False,True
1141,Open LLM Leaderboard,2024,M4-ai/TinyMistral-248M-v3,4.21,4.21,1,False,True
1142,Open LLM Leaderboard,2024,MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,3.92,3.92,1,False,True
1143,Open LLM Leaderboard,2024,MLP-KTLim/llama-3-Korean-Bllossom-8B,20.40,20.4,1,False,True
1144,Open LLM Leaderboard,2024,MTSAIR/Cotype-Nano,13.81,13.81,1,False,True
1145,Open LLM Leaderboard,2024,MTSAIR/MultiVerse_70B,32.24,32.24,1,False,True
1146,Open LLM Leaderboard,2024,Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,15.95,15.95,1,False,True
1147,Open LLM Leaderboard,2024,Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,17.55,17.55,1,False,True
1148,Open LLM Leaderboard,2024,Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,16.47,16.47,2,True,False
1149,Open LLM Leaderboard,2024,Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,16.48,16.48,2,True,False
1150,Open LLM Leaderboard,2024,Magpie-Align/Llama-3-8B-Magpie-Align-v0.3,17.40,17.4,1,False,True
1151,Open LLM Leaderboard,2024,Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,17.98,17.98,1,False,True
1152,Open LLM Leaderboard,2024,Magpie-Align/Llama-3.1-8B-Magpie-Align-v0.1,17.55,17.55,1,False,True
1153,Open LLM Leaderboard,2024,Magpie-Align/MagpieLM-8B-Chat-v0.1,15.03,15.03,1,False,True
1154,Open LLM Leaderboard,2024,Magpie-Align/MagpieLM-8B-SFT-v0.1,17.78,17.78,1,False,True
1156,Open LLM Leaderboard,2024,ManoloPueblo/ContentCuisine_1-7B-slerp,21.05,21.05,1,False,True
1157,Open LLM Leaderboard,2024,ManoloPueblo/LLM_MERGE_CC2,20.75,20.75,1,False,True
1158,Open LLM Leaderboard,2024,ManoloPueblo/LLM_MERGE_CC3,21.68,21.68,1,False,True
1159,Open LLM Leaderboard,2024,MarinaraSpaghetti/NemoReRemix-12B,22.03,22.03,1,False,True
1160,Open LLM Leaderboard,2024,MarinaraSpaghetti/Nemomix-v4.0-12B,24.47,24.47,1,False,True
1161,Open LLM Leaderboard,2024,Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,12.49,12.49,1,False,True
1162,Open LLM Leaderboard,2024,Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,15.08,15.08,1,False,True
1163,Open LLM Leaderboard,2024,Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,6.76,6.76,1,False,True
1164,Open LLM Leaderboard,2024,Marsouuu/general3B-ECE-PRYMMAL-Martial,22.98,22.98,1,False,True
1165,Open LLM Leaderboard,2024,Marsouuu/general3Bv2-ECE-PRYMMAL-Martial,31.92,31.92,1,False,True
1166,Open LLM Leaderboard,2024,Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,15.08,15.08,1,False,True
1167,Open LLM Leaderboard,2024,Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,23.94,23.94,1,False,True
1168,Open LLM Leaderboard,2024,Marsouuu/lareneg3Bv2-ECE-PRYMMAL-Martial,32.11,32.11,1,False,True
1169,Open LLM Leaderboard,2024,MaziyarPanahi/Calme-4x7B-MoE-v0.1,20.02,20.02,1,False,True
1170,Open LLM Leaderboard,2024,MaziyarPanahi/Calme-4x7B-MoE-v0.2,20.18,20.18,1,False,True
1171,Open LLM Leaderboard,2024,MaziyarPanahi/Llama-3-70B-Instruct-v0.1,26.33,26.33,1,False,True
1172,Open LLM Leaderboard,2024,MaziyarPanahi/Llama-3-8B-Instruct-v0.10,26.80,26.8,1,False,True
1173,Open LLM Leaderboard,2024,MaziyarPanahi/Llama-3-8B-Instruct-v0.8,26.89,26.89,1,False,True
1174,Open LLM Leaderboard,2024,MaziyarPanahi/Llama-3-8B-Instruct-v0.9,26.79,26.79,1,False,True
1175,Open LLM Leaderboard,2024,MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,12.33,12.33,1,False,True
1176,Open LLM Leaderboard,2024,MaziyarPanahi/Qwen2-7B-Instruct-v0.1,22.98,22.98,1,False,True
1177,Open LLM Leaderboard,2024,MaziyarPanahi/Qwen2-7B-Instruct-v0.8,19.56,19.56,1,False,True
1178,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-llama3.1-70b,40.94,40.94,1,False,True
1179,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-phi3-4b,25.99,25.99,1,False,True
1180,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-phi3.5-4b,28.00,28.0,1,False,True
1181,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-qwen2-72b,44.40,44.4,1,False,True
1182,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-qwen2-7b,23.54,23.54,1,False,True
1183,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-qwen2.5-72b,47.86,47.86,1,False,True
1184,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.1-rys-78b,44.64,44.64,1,False,True
1185,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-llama3-70b,38.14,38.14,1,False,True
1186,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-llama3.1-70b,43.31,43.31,1,False,True
1187,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-phi3-4b,25.23,25.23,1,False,True
1188,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-qwen2-72b,44.09,44.09,1,False,True
1189,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-qwen2-7b,23.58,23.58,1,False,True
1190,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-qwen2.5-72b,47.22,47.22,1,False,True
1191,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.2-rys-78b,44.39,44.39,1,False,True
1192,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.3-llama3-70b,37.07,37.07,1,False,True
1193,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.3-llama3.1-70b,43.28,43.28,1,False,True
1194,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.3-phi3-4b,24.98,24.98,1,False,True
1195,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.3-qwen2-72b,33.00,33.0,1,False,True
1196,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.3-qwen2-7b,23.08,23.08,1,False,True
1197,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.3-rys-78b,44.56,44.56,1,False,True
1198,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.4-llama3-70b,32.49,32.49,1,False,True
1199,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.4-qwen2-7b,22.85,22.85,1,False,True
1200,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.4-rys-78b,50.77,50.77,1,False,True
1201,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.5-qwen2-7b,22.66,22.66,1,False,True
1202,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.6-qwen2-7b,21.23,21.23,1,False,True
1203,Open LLM Leaderboard,2024,MaziyarPanahi/calme-2.7-qwen2-7b,22.36,22.36,1,False,True
1204,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.1-baguette-3b,25.58,25.58,1,False,True
1205,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.1-instruct-3b,21.51,21.51,1,False,True
1206,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.1-instruct-78b,51.29,51.29,1,False,True
1207,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.1-llamaloi-3b,24.09,24.09,1,False,True
1208,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.2-baguette-3b,26.33,26.33,1,False,True
1209,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.2-instruct-3b,24.62,24.62,1,False,True
1210,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.2-instruct-78b,52.08,52.08,1,False,True
1211,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.3-baguette-3b,27.41,27.41,1,False,True
1212,Open LLM Leaderboard,2024,MaziyarPanahi/calme-3.3-instruct-3b,27.78,27.78,1,False,True
1215,Open LLM Leaderboard,2024,Minami-su/test-7B-00,29.95,29.95,1,False,True
1216,Open LLM Leaderboard,2024,Minami-su/test-7B-01,30.08,30.08,1,False,True
1217,Open LLM Leaderboard,2024,Minami-su/test-v2-7B-00,29.48,29.48,1,False,True
1222,Open LLM Leaderboard,2024,MrRobotoAI/MrRoboto-ProLong-8b-v4i,17.58,17.58,1,False,True
1223,Open LLM Leaderboard,2024,MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,15.94,15.94,1,False,True
1224,Open LLM Leaderboard,2024,MultivexAI/Gladiator-Mini-Exp-1211-3B,22.27,22.27,1,False,True
1225,Open LLM Leaderboard,2024,MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct,20.11,20.11,1,False,True
1226,Open LLM Leaderboard,2024,MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct-V2,20.42,20.42,1,False,True
1227,Open LLM Leaderboard,2024,MultivexAI/Gladiator-Mini-Exp-1222-3B-Instruct,20.35,20.35,1,False,True
1228,Open LLM Leaderboard,2024,MultivexAI/Phi-3.5-Mini-Instruct-MultiVex-v0.25-GGUF,3.83,3.83,1,False,True
1229,Open LLM Leaderboard,2024,Mxode/NanoLM-0.3B-Instruct-v1,5.74,5.74,1,False,True
1230,Open LLM Leaderboard,2024,Mxode/NanoLM-0.3B-Instruct-v1.1,5.97,5.97,1,False,True
1231,Open LLM Leaderboard,2024,Mxode/NanoLM-0.3B-Instruct-v2,5.01,5.01,1,False,True
1232,Open LLM Leaderboard,2024,Mxode/NanoLM-1B-Instruct-v1.1,6.76,6.76,1,False,True
1233,Open LLM Leaderboard,2024,Mxode/NanoLM-1B-Instruct-v2,7.35,7.35,1,False,True
1234,Open LLM Leaderboard,2024,NAPS-ai/naps-gemma-2-27b-v-0.1.0,1.68,1.68,1,False,True
1235,Open LLM Leaderboard,2024,NAPS-ai/naps-gemma-2-27b-v0.1.0,1.68,1.68,1,False,True
1236,Open LLM Leaderboard,2024,NAPS-ai/naps-llama-3_1-8b-instruct-v0.3,23.28,23.28,1,False,True
1237,Open LLM Leaderboard,2024,NAPS-ai/naps-llama-3_1-8b-instruct-v0.4,27.72,27.72,1,False,True
1238,Open LLM Leaderboard,2024,NAPS-ai/naps-llama-3_1-instruct-v0.5.0,16.00,16.0,1,False,True
1239,Open LLM Leaderboard,2024,NAPS-ai/naps-llama-3_1_instruct-v0.6.0,15.78,15.78,1,False,True
1240,Open LLM Leaderboard,2024,NAPS-ai/naps-llama3.1-70B-v0.2-fp16,4.22,4.22,1,False,True
1241,Open LLM Leaderboard,2024,NCSOFT/Llama-VARCO-8B-Instruct,20.98,20.98,1,False,True
1243,Open LLM Leaderboard,2024,NLPark/AnFeng_v3.1-Avocet,28.39,28.39,1,False,True
1244,Open LLM Leaderboard,2024,NLPark/B-and-W_Flycatcher-3AD1E,30.47,30.47,1,False,True
1245,Open LLM Leaderboard,2024,NLPark/Shi-Ci-Robin-Test_3AD80,39.23,39.23,1,False,True
1247,Open LLM Leaderboard,2024,NTQAI/Nxcode-CQ-7B-orpo,12.37,12.37,1,False,True
1248,Open LLM Leaderboard,2024,NYTK/PULI-GPTrio,5.83,5.83,1,False,True
1249,Open LLM Leaderboard,2024,NYTK/PULI-LlumiX-32K,6.52,6.52,1,False,True
1250,Open LLM Leaderboard,2024,Naveenpoliasetty/llama3-8B-V2,20.82,20.82,1,False,True
1251,Open LLM Leaderboard,2024,NbAiLab/nb-llama-3.1-8B-Instruct,8.48,8.48,1,False,True
1252,Open LLM Leaderboard,2024,NbAiLab/nb-llama-3.1-8B-sft,8.18,8.18,1,False,True
1253,Open LLM Leaderboard,2024,Nekochu/Llama-3.1-8B-German-ORPO,23.25,23.25,1,False,True
1254,Open LLM Leaderboard,2024,Nekochu/Llama-3.1-8B-french-DPO,21.70,21.7,1,False,True
1255,Open LLM Leaderboard,2024,Nekochu/Luminia-13B-v3,11.64,11.64,1,False,True
1256,Open LLM Leaderboard,2024,Nekochu/Luminia-8B-RP,24.62,24.62,1,False,True
1257,Open LLM Leaderboard,2024,NeverSleep/Lumimaid-v0.2-12B,18.15,18.15,1,False,True
1258,Open LLM Leaderboard,2024,NeverSleep/Lumimaid-v0.2-8B,24.41,24.41,1,False,True
1304,Open LLM Leaderboard,2024,Nexusflow/NexusRaven-V2-13B,8.49,8.49,1,False,True
1317,Open LLM Leaderboard,2024,Nitral-AI/Hathor_Stable-v0.2-L3-8B,25.92,25.92,1,False,True
1320,Open LLM Leaderboard,2024,Nohobby/MS-Schisandra-22B-v0.1,30.11,30.11,1,False,True
1321,Open LLM Leaderboard,2024,Nohobby/MS-Schisandra-22B-v0.2,30.28,30.28,1,False,True
1322,Open LLM Leaderboard,2024,Norquinal/Alpha,12.08,12.08,1,False,True
1323,Open LLM Leaderboard,2024,Norquinal/Bravo,13.66,13.66,1,False,True
1324,Open LLM Leaderboard,2024,Norquinal/Charlie,13.16,13.16,1,False,True
1325,Open LLM Leaderboard,2024,Norquinal/Delta,11.35,11.35,1,False,True
1326,Open LLM Leaderboard,2024,Norquinal/Echo,13.45,13.45,1,False,True
1327,Open LLM Leaderboard,2024,Norquinal/Foxtrot,13.35,13.35,1,False,True
1328,Open LLM Leaderboard,2024,Norquinal/Golf,13.93,13.93,1,False,True
1329,Open LLM Leaderboard,2024,Norquinal/Hotel,13.28,13.28,1,False,True
1330,Open LLM Leaderboard,2024,NotASI/FineTome-Llama3.2-1B-0929,9.95,9.95,1,False,True
1331,Open LLM Leaderboard,2024,NotASI/FineTome-Llama3.2-3B-1002,16.76,16.76,1,False,True
1332,Open LLM Leaderboard,2024,NotASI/FineTome-v1.5-Llama3.2-1B-1007,9.24,9.24,1,False,True
1333,Open LLM Leaderboard,2024,NotASI/FineTome-v1.5-Llama3.2-3B-1007,17.11,17.11,1,False,True
1335,Open LLM Leaderboard,2024,NousResearch/Hermes-2-Pro-Llama-3-8B,22.07,22.07,1,False,True
1336,Open LLM Leaderboard,2024,NousResearch/Hermes-2-Pro-Mistral-7B,21.84,21.84,1,False,True
1337,Open LLM Leaderboard,2024,NousResearch/Hermes-2-Theta-Llama-3-8B,24.79,24.79,1,False,True
1338,Open LLM Leaderboard,2024,NousResearch/Hermes-3-Llama-3.1-70B,38.51,38.51,1,False,True
1339,Open LLM Leaderboard,2024,NousResearch/Hermes-3-Llama-3.1-8B,23.49,23.49,1,False,True
1340,Open LLM Leaderboard,2024,NousResearch/Hermes-3-Llama-3.2-3B,15.24,15.24,1,False,True
1341,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,21.10,21.1,1,False,True
1342,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,27.35,27.35,1,False,True
1343,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,21.84,21.84,1,False,True
1344,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-SOLAR-10.7B,23.41,23.41,1,False,True
1345,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-llama-2-7b,9.32,9.32,1,False,True
1346,Open LLM Leaderboard,2024,NousResearch/Yarn-Llama-2-13b-128k,8.49,8.49,1,False,True
1347,Open LLM Leaderboard,2024,NousResearch/Yarn-Llama-2-7b-128k,6.81,6.81,1,False,True
1348,Open LLM Leaderboard,2024,NousResearch/Yarn-Llama-2-7b-64k,7.22,7.22,1,False,True
1349,Open LLM Leaderboard,2024,NousResearch/Yarn-Mistral-7b-128k,13.27,13.27,1,False,True
1350,Open LLM Leaderboard,2024,NousResearch/Yarn-Mistral-7b-64k,13.54,13.54,1,False,True
1351,Open LLM Leaderboard,2024,NousResearch/Yarn-Solar-10b-32k,15.72,15.72,1,False,True
1352,Open LLM Leaderboard,2024,NousResearch/Yarn-Solar-10b-64k,15.16,15.16,1,False,True
1364,Open LLM Leaderboard,2024,NucleusAI/nucleus-22B-token-500B,1.63,1.63,1,False,True
1365,Open LLM Leaderboard,2024,NyxKrage/Microsoft_Phi-4,30.07,30.07,1,False,True
1366,Open LLM Leaderboard,2024,OEvortex/Emotional-llama-8B,17.79,17.79,1,False,True
1367,Open LLM Leaderboard,2024,OEvortex/HelpingAI-15B,4.52,4.52,1,False,True
1368,Open LLM Leaderboard,2024,OEvortex/HelpingAI-3B-reloaded,14.77,14.77,1,False,True
1369,Open LLM Leaderboard,2024,OEvortex/HelpingAI2-9B,17.61,17.61,1,False,True
1370,Open LLM Leaderboard,2024,OEvortex/HelpingAI2.5-10B,13.71,13.71,1,False,True
1371,Open LLM Leaderboard,2024,OliveiraJLT/Sagui-7B-Instruct-v0.1,8.58,8.58,1,False,True
1372,Open LLM Leaderboard,2024,Omkar1102/code-yi,4.92,4.92,2,True,False
1373,Open LLM Leaderboard,2024,Omkar1102/code-yi,5.17,5.17,2,True,False
1374,Open LLM Leaderboard,2024,OmnicromsBrain/NeuralStar_FusionWriter_4x7b,20.07,20.07,1,False,True
1375,Open LLM Leaderboard,2024,OnlyCheeini/greesychat-turbo,1.80,1.8,1,False,True
1376,Open LLM Leaderboard,2024,Open-Orca/Mistral-7B-OpenOrca,17.72,17.72,1,False,True
1377,Open LLM Leaderboard,2024,OpenAssistant/oasst-sft-1-pythia-12b,3.68,3.68,1,False,True
1379,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3-70b-v21.2-32k,35.55,35.55,1,False,True
1380,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3-8b-v21.1-8k,20.16,20.16,1,False,True
1381,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3-8b-v21.2-32k,22.07,22.07,1,False,True
1382,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.1-70b-v22.1-131k,41.25,41.25,1,False,True
1383,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.1-8b-v22.2-131k,24.42,24.42,1,False,True
1384,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.1-8b-v22.3-131k,23.32,23.32,1,False,True
1385,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.2-1b-v23.1-131k,9.35,9.35,1,False,True
1386,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.2-3b-v23.2-131k,13.80,13.8,1,False,True
1387,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.3-70b-v24.1-131k,45.74,45.74,1,False,True
1388,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k,22.33,22.33,1,False,True
1389,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-nemotron-70b-v23.1-131k,39.79,39.79,1,False,True
1390,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-nemotron-70b-v23.2-131k,39.23,39.23,1,False,True
1391,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwen2.5llamaify-14b-v23.1-200k,32.53,32.53,1,False,True
1392,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwen2.5llamaify-14b-v23.3-200k,32.30,32.3,1,False,True
1393,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwen2.5llamaify-7b-v23.1-200k,27.86,27.86,1,False,True
1394,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwq-32b-v24.1-200k,39.96,39.96,1,False,True
1395,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwq-32b-v24.2-200k,39.56,39.56,1,False,True
1396,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-yi1.5-34b-v21.3-32k,30.92,30.92,1,False,True
1397,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-zero-14b-v22.3-32k,19.41,19.41,1,False,True
1398,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-zero-3b-v21.2-32k,11.71,11.71,1,False,True
1399,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-zero-56b-v21.2-32k,28.54,28.54,1,False,True
1406,Open LLM Leaderboard,2024,OpenLeecher/llama3-8b-lima,15.03,15.03,1,False,True
1407,Open LLM Leaderboard,2024,OpenScholar/Llama-3.1_OpenScholar-8B,25.96,25.96,1,False,True
1408,Open LLM Leaderboard,2024,Orenguteng/Llama-3.1-8B-Lexi-Uncensored,27.18,27.18,1,False,True
1409,Open LLM Leaderboard,2024,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,28.39,28.39,1,False,True
1410,Open LLM Leaderboard,2024,Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,35.72,35.72,1,False,True
1411,Open LLM Leaderboard,2024,Orion-zhen/phi-4-abliterated,29.98,29.98,1,False,True
1412,Open LLM Leaderboard,2024,P0x0/Astra-v1-12B,19.74,19.74,1,False,True
1413,Open LLM Leaderboard,2024,PJMixers/LLaMa-3-CursedStock-v2.0-8B,24.17,24.17,1,False,True
1415,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,28.89,28.89,1,False,True
1416,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,28.82,28.82,1,False,True
1417,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,28.82,28.82,1,False,True
1418,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,22.70,22.7,1,False,True
1419,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,21.77,21.77,1,False,True
1420,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,21.83,21.83,1,False,True
1421,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,19.74,19.74,1,False,True
