dataset,source_domain,indicator_a,indicator_b,pair_n,mean_abs_gap,spearman_rho,a1_macro_rank
a1,c4,modernbert_cleanliness,dsir_wiki,10000,0.33578449881966205,-0.13915091631659848,31
a1,c4,modernbert_cleanliness,dsir_math,10000,0.34048498448686476,-0.16044905597537354,29
a1,c4,modernbert_cleanliness,qurater,10000,0.2115848461633253,0.6303398576331147,217
a1,c4,modernbert_cleanliness,ad_en,10000,0.37356737338286977,0.3170995348535766,152
a1,c4,modernbert_cleanliness,rps_doc_word_count,10000,0.2900472892439545,0.12942739359935398,57
a1,c4,modernbert_cleanliness,rps_doc_num_sentences,10000,0.30611516651363907,0.03542121197954484,61
a1,c4,modernbert_cleanliness,rps_doc_unigram_entropy,10000,0.2951631095164278,0.21874357742697645,204
a1,c4,modernbert_cleanliness,rps_doc_frac_unique_words,10000,0.3505371971069414,-0.11199481896016975,20
a1,c4,modernbert_cleanliness,rps_doc_frac_no_alph_words,10000,0.26075172927663925,0.25215791869638193,165
a1,c4,modernbert_cleanliness,rps_doc_frac_chars_top_2gram,10000,0.3151044529236131,0.15452224981049067,186
a1,c4,modernbert_cleanliness,rps_doc_frac_chars_top_3gram,10000,0.3174708161794798,0.0934933260561481,183
a1,c4,modernbert_cleanliness,rps_lines_uppercase_letter_fraction,10000,0.2995541427593046,0.2539191059589286,91
a1,c4,modernbert_cleanliness,rps_lines_ending_with_terminal_punctution_mark,10000,0.39089416253461395,nan,177
a1,c4,modernbert_cleanliness,rps_lines_numerical_chars_fraction,10000,0.282216623711839,0.11653745169088671,108
a1,c4,modernbert_cleanliness,rps_doc_mean_word_length,10000,0.2785138551854444,0.13211786528112948,190
a1,c4,modernbert_readability,modernbert_reasoning,10000,0.28734701881312824,0.28785179423353763,194
a1,c4,modernbert_readability,modernbert_professionalism,10000,0.35495945195774736,0.23275888069401243,133
a1,c4,modernbert_readability,dsir_books,10000,0.3495150727672027,-0.15175378521471908,21
a1,c4,modernbert_readability,dsir_wiki,10000,0.34746493546638607,-0.1333024203475053,24
a1,c4,modernbert_readability,dsir_math,10000,0.3503973850103851,-0.15126181210162373,17
a1,c4,modernbert_readability,qurater,10000,0.2023130846564714,0.6328091185562134,221
a1,c4,modernbert_readability,ad_en,10000,0.3771807236779368,0.09329722426868278,138
a1,c4,modernbert_readability,rps_doc_word_count,10000,0.3078453511886171,0.04748394285412676,50
a1,c4,modernbert_readability,rps_doc_num_sentences,10000,0.3173566051127546,-0.018586535916767816,54
a1,c4,modernbert_readability,rps_doc_unigram_entropy,10000,0.2898509663063365,0.17391325342531744,209
a1,c4,modernbert_readability,rps_doc_frac_unique_words,10000,0.3549354707745474,-0.1159305645807025,12
a1,c4,modernbert_readability,rps_doc_frac_no_alph_words,10000,0.3014151675360571,0.3088945938460885,182
a1,c4,modernbert_readability,rps_doc_frac_chars_top_2gram,10000,0.3259395408923025,0.047351805208437944,187
a1,c4,modernbert_readability,rps_doc_frac_chars_top_3gram,10000,0.32870983982373514,0.000644093494730343,184
a1,c4,modernbert_readability,rps_lines_uppercase_letter_fraction,10000,0.36912874284891034,0.1047478755484734,115
a1,c4,modernbert_readability,rps_lines_ending_with_terminal_punctution_mark,10000,0.47474800225788183,nan,154
a1,c4,modernbert_readability,rps_lines_numerical_chars_fraction,10000,0.295442011377444,0.09051505006978196,93
a1,c4,modernbert_readability,rps_doc_mean_word_length,10000,0.25696823422370957,0.31237129417815623,200
a1,c4,modernbert_reasoning,modernbert_professionalism,10000,0.18917044871319122,0.777727710081433,220
a1,c4,modernbert_reasoning,dsir_books,10000,0.42517476505351043,-0.5982807522296727,6
a1,c4,modernbert_reasoning,dsir_wiki,10000,0.4266235535256341,-0.6004924202092491,5
a1,c4,modernbert_reasoning,dsir_math,10000,0.42442936514027607,-0.6004685015209942,7
a1,c4,modernbert_reasoning,qurater,10000,0.24165896660181962,0.5676282969298589,211
a1,c4,modernbert_reasoning,ad_en,10000,0.31771354035414895,0.1602772137479248,123
a1,c4,modernbert_reasoning,rps_doc_word_count,10000,0.29637910948457513,0.1499549539766691,41
a1,c4,modernbert_reasoning,rps_doc_num_sentences,10000,0.27509911445625923,0.216160057717842,39
a1,c4,modernbert_reasoning,rps_doc_unigram_entropy,10000,0.17822708870164752,0.6282885076557079,222
a1,c4,modernbert_reasoning,rps_doc_frac_unique_words,10000,0.4198748521030784,-0.5306774464223896,8
a1,c4,modernbert_reasoning,rps_doc_frac_no_alph_words,10000,0.3758831321670733,0.1727256031352913,77
a1,c4,modernbert_reasoning,rps_doc_frac_chars_top_2gram,10000,0.2515906485287918,0.2547342639945185,193
a1,c4,modernbert_reasoning,rps_doc_frac_chars_top_3gram,10000,0.2831083405028594,0.012400105385394584,172
a1,c4,modernbert_reasoning,rps_lines_uppercase_letter_fraction,10000,0.46176211971082504,0.28859190977896754,47
a1,c4,modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,10000,0.5890126432011468,nan,79
a1,c4,modernbert_reasoning,rps_lines_numerical_chars_fraction,10000,0.28355038441905656,0.15611997564147212,84
a1,c4,modernbert_reasoning,rps_doc_mean_word_length,10000,0.2972800900827332,0.045562486780583535,150
a1,c4,modernbert_professionalism,dsir_books,10000,0.4763379247838243,-0.48651393874806836,15
a1,c4,modernbert_professionalism,dsir_wiki,10000,0.47338511422987056,-0.4726565402811023,13
a1,c4,modernbert_professionalism,dsir_math,10000,0.46892891842990314,-0.4758174079410296,18
a1,c4,modernbert_professionalism,qurater,10000,0.33659085834841346,0.5491696607952631,192
a1,c4,modernbert_professionalism,ad_en,10000,0.2720143825413603,0.21092810627225506,173
a1,c4,modernbert_professionalism,rps_doc_word_count,10000,0.373439881250333,0.03758904935304677,52
a1,c4,modernbert_professionalism,rps_doc_num_sentences,10000,0.35924021401823614,0.1145092575475762,48
a1,c4,modernbert_professionalism,rps_doc_unigram_entropy,10000,0.2827642838638074,0.461757351224025,141
a1,c4,modernbert_professionalism,rps_doc_frac_unique_words,10000,0.44491466360403636,-0.4106584949818854,34
a1,c4,modernbert_professionalism,rps_doc_frac_no_alph_words,10000,0.516379575857323,0.20528618967992843,40
a1,c4,modernbert_professionalism,rps_doc_frac_chars_top_2gram,10000,0.31573916871167856,0.16941428205117182,151
a1,c4,modernbert_professionalism,rps_doc_frac_chars_top_3gram,10000,0.32467221713221744,-0.01746051695977832,145
a1,c4,modernbert_professionalism,rps_lines_uppercase_letter_fraction,10000,0.6198434110223183,0.09841486252961987,49
a1,c4,modernbert_professionalism,rps_lines_ending_with_terminal_punctution_mark,10000,0.749751963291842,nan,35
a1,c4,modernbert_professionalism,rps_lines_numerical_chars_fraction,10000,0.3720863476843166,0.09662075023154894,87
a1,c4,modernbert_professionalism,rps_doc_mean_word_length,10000,0.36373665276342165,0.228001912007421,90
a1,c4,dsir_books,dsir_wiki,10000,0.011747934082504642,0.9983522389675225,231
a1,c4,dsir_books,dsir_math,10000,0.014306335762363532,0.9989395807973958,229
a1,c4,dsir_books,qurater,10000,0.374316552407817,-0.2596272934181405,28
a1,c4,dsir_books,ad_en,10000,0.3980499789212484,0.0958505231549787,96
a1,c4,dsir_books,rps_doc_word_count,10000,0.2763589519091253,-0.21175316019278395,198
a1,c4,dsir_books,rps_doc_num_sentences,10000,0.3121363813902132,-0.3665533487544703,206
a1,c4,dsir_books,rps_doc_unigram_entropy,10000,0.4308087182522107,-0.9272003886063657,3
a1,c4,dsir_books,rps_doc_frac_unique_words,10000,0.1026568547452727,0.8826293888284172,226
a1,c4,dsir_books,rps_doc_frac_no_alph_words,10000,0.2545612208965234,0.024091787753677228,134
a1,c4,dsir_books,rps_doc_frac_chars_top_2gram,10000,0.35977385021450053,-0.2762701098826186,11
a1,c4,dsir_books,rps_doc_frac_chars_top_3gram,10000,0.3032838570986715,0.1402672932117332,45
a1,c4,dsir_books,rps_lines_uppercase_letter_fraction,10000,0.27529849028343745,-0.09076760607980572,130
a1,c4,dsir_books,rps_lines_ending_with_terminal_punctution_mark,10000,0.3542219100783362,nan,114
a1,c4,dsir_books,rps_lines_numerical_chars_fraction,10000,0.28300639903458313,-0.21044301782198047,111
a1,c4,dsir_books,rps_doc_mean_word_length,10000,0.26091694605626753,0.004879449093406201,69
a1,c4,dsir_wiki,dsir_math,10000,0.011762071692654447,0.9986845530508456,230
a1,c4,dsir_wiki,qurater,10000,0.373415685621192,-0.24436995682339557,27
a1,c4,dsir_wiki,ad_en,10000,0.39568963323658923,0.09948835933168752,95
a1,c4,dsir_wiki,rps_doc_word_count,10000,0.2803292192542632,-0.2110062119057279,199
a1,c4,dsir_wiki,rps_doc_num_sentences,10000,0.31619143937862493,-0.36861924033124344,208
a1,c4,dsir_wiki,rps_doc_unigram_entropy,10000,0.43363340844280646,-0.9310504380716788,2
a1,c4,dsir_wiki,rps_doc_frac_unique_words,10000,0.09898967645520931,0.8835761553475718,227
a1,c4,dsir_wiki,rps_doc_frac_no_alph_words,10000,0.2571218061023506,0.039010131091725735,131
a1,c4,dsir_wiki,rps_doc_frac_chars_top_2gram,10000,0.36235416283200494,-0.28422350694749055,10
a1,c4,dsir_wiki,rps_doc_frac_chars_top_3gram,10000,0.3054955596488245,0.13207838963297944,44
a1,c4,dsir_wiki,rps_lines_uppercase_letter_fraction,10000,0.28051476540822134,-0.10440194528060148,129
a1,c4,dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,10000,0.35937835828355474,nan,109
a1,c4,dsir_wiki,rps_lines_numerical_chars_fraction,10000,0.2851919842908435,-0.2079570736852141,107
a1,c4,dsir_wiki,rps_doc_mean_word_length,10000,0.2582347024324594,0.035445057245158576,68
a1,c4,dsir_math,qurater,10000,0.3769819711185173,-0.2617358175049909,22
a1,c4,dsir_math,ad_en,10000,0.39349892032229866,0.08668504314057257,97
a1,c4,dsir_math,rps_doc_word_count,10000,0.28476457010002926,-0.2113315719097774,197
a1,c4,dsir_math,rps_doc_num_sentences,10000,0.31844109335770937,-0.3654187140098023,207
a1,c4,dsir_math,rps_doc_unigram_entropy,10000,0.43371175192694134,-0.9338357552259077,1
a1,c4,dsir_math,rps_doc_frac_unique_words,10000,0.09831574264146925,0.8800341656221353,228
a1,c4,dsir_math,rps_doc_frac_no_alph_words,10000,0.26279942784433913,0.027847090342491353,121
a1,c4,dsir_math,rps_doc_frac_chars_top_2gram,10000,0.3616584678437589,-0.2871327233908268,9
a1,c4,dsir_math,rps_doc_frac_chars_top_3gram,10000,0.3039128584286566,0.12937098712246756,43
a1,c4,dsir_math,rps_lines_uppercase_letter_fraction,10000,0.286973012638408,-0.0987802458899319,124
a1,c4,dsir_math,rps_lines_ending_with_terminal_punctution_mark,10000,0.3673930824851727,nan,99
a1,c4,dsir_math,rps_lines_numerical_chars_fraction,10000,0.2862053558298593,-0.21496507091463374,106
a1,c4,dsir_math,rps_doc_mean_word_length,10000,0.2607887163050614,0.019590021221000384,65
a1,c4,qurater,ad_en,10000,0.3671299754132758,0.2141384953250595,148
a1,c4,qurater,rps_doc_word_count,10000,0.29812057332208414,0.14504218970919924,51
a1,c4,qurater,rps_doc_num_sentences,10000,0.30581931182061106,0.09875162864205189,55
a1,c4,qurater,rps_doc_unigram_entropy,10000,0.2749965570190699,0.3103168857558933,191
a1,c4,qurater,rps_doc_frac_unique_words,10000,0.3799214461662637,-0.19729245132264275,14
a1,c4,qurater,rps_doc_frac_no_alph_words,10000,0.2807869834120673,0.40125696201424144,153
a1,c4,qurater,rps_doc_frac_chars_top_2gram,10000,0.31001457153794837,0.16996408618486064,171
a1,c4,qurater,rps_doc_frac_chars_top_3gram,10000,0.32346133479645217,0.05914366071196186,159
a1,c4,qurater,rps_lines_uppercase_letter_fraction,10000,0.354391497468471,0.23256265384289737,102
a1,c4,qurater,rps_lines_ending_with_terminal_punctution_mark,10000,0.4623059298573039,nan,113
a1,c4,qurater,rps_lines_numerical_chars_fraction,10000,0.2947983002212311,0.12873310248259562,100
a1,c4,qurater,rps_doc_mean_word_length,10000,0.266182797560702,0.29546880193646846,176
a1,c4,ad_en,rps_doc_word_count,10000,0.3902837643387869,-0.0882014822125315,81
a1,c4,ad_en,rps_doc_num_sentences,10000,0.39349946834335064,-0.11334921363869056,75
a1,c4,ad_en,rps_doc_unigram_entropy,10000,0.37795133512114876,-0.08180525770061053,56
a1,c4,ad_en,rps_doc_frac_unique_words,10000,0.38018563469326516,0.06479858170671308,82
a1,c4,ad_en,rps_doc_frac_no_alph_words,10000,0.4946645782248433,-0.15319886279373868,73
a1,c4,ad_en,rps_doc_frac_chars_top_2gram,10000,0.3612774611201432,0.043874761600323775,110
a1,c4,ad_en,rps_doc_frac_chars_top_3gram,10000,0.34558206583088497,0.08401620645421878,144
a1,c4,ad_en,rps_lines_uppercase_letter_fraction,10000,0.5509889995011874,-0.05636329267517992,74
a1,c4,ad_en,rps_lines_ending_with_terminal_punctution_mark,10000,0.6573481495726525,nan,62
a1,c4,ad_en,rps_lines_numerical_chars_fraction,10000,0.39106240838701795,-0.06135428956586103,88
a1,c4,ad_en,rps_doc_mean_word_length,10000,0.40131989311091465,-0.129105082505459,122
a1,c4,rps_doc_word_count,rps_doc_num_sentences,10000,0.13375528426465919,0.7340556633410757,225
a1,c4,rps_doc_word_count,rps_doc_unigram_entropy,10000,0.2707867817470335,0.2106367801238206,16
a1,c4,rps_doc_word_count,rps_doc_frac_unique_words,10000,0.3084747558043604,-0.16037625896348529,203
a1,c4,rps_doc_word_count,rps_doc_frac_no_alph_words,10000,0.2791292591094445,0.05667709530526346,117
a1,c4,rps_doc_word_count,rps_doc_frac_chars_top_2gram,10000,0.3131504661040974,-0.06285059360000242,36
a1,c4,rps_doc_word_count,rps_doc_frac_chars_top_3gram,10000,0.3510246145100262,-0.2878295044733377,37
a1,c4,rps_doc_word_count,rps_lines_uppercase_letter_fraction,10000,0.33209788954658837,0.023572319520042587,166
a1,c4,rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,10000,0.43781048201063133,nan,83
a1,c4,rps_doc_word_count,rps_lines_numerical_chars_fraction,10000,0.24364803820490027,0.07636296602449665,136
a1,c4,rps_doc_word_count,rps_doc_mean_word_length,10000,0.24582544566895007,0.0402451416378838,94
a1,c4,rps_doc_num_sentences,rps_doc_unigram_entropy,10000,0.2282786135795669,0.3506332334653211,30
a1,c4,rps_doc_num_sentences,rps_doc_frac_unique_words,10000,0.336452427023676,-0.29590946138827906,205
a1,c4,rps_doc_num_sentences,rps_doc_frac_no_alph_words,10000,0.29310200262436736,-0.048234428741718294,139
a1,c4,rps_doc_num_sentences,rps_doc_frac_chars_top_2gram,10000,0.29001912829690435,0.03597762660036737,38
a1,c4,rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,10000,0.33606092899376383,-0.231923864342021,42
a1,c4,rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,10000,0.3398380027820117,0.01360128569054287,169
a1,c4,rps_doc_num_sentences,rps_lines_ending_with_terminal_punctution_mark,10000,0.4469642029965482,nan,98
a1,c4,rps_doc_num_sentences,rps_lines_numerical_chars_fraction,10000,0.24384483699192025,0.08802806981981005,140
a1,c4,rps_doc_num_sentences,rps_doc_mean_word_length,10000,0.2543678592745399,-0.019865309669251346,112
a1,c4,rps_doc_unigram_entropy,rps_doc_frac_unique_words,10000,0.4211821289949934,-0.7049758409720569,4
a1,c4,rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,10000,0.33198859185758284,-0.006801910912260212,89
a1,c4,rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,10000,0.1950144879187393,0.4225972864414295,216
a1,c4,rps_doc_unigram_entropy,rps_doc_frac_chars_top_3gram,10000,0.2694071075977804,0.0276043541817007,181
a1,c4,rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,10000,0.39578241232566425,0.141627860362434,64
a1,c4,rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,10000,0.5182904013625536,nan,78
a1,c4,rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,10000,0.24590512895657307,0.25500494236338805,67
a1,c4,rps_doc_unigram_entropy,rps_doc_mean_word_length,10000,0.27838145106894724,-0.01669007815475944,147
a1,c4,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,10000,0.30034930606808496,0.01221557511403626,92
a1,c4,rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,10000,0.33947729566018775,-0.08448125820806976,33
a1,c4,rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,10000,0.28011443055856755,0.30689473934273787,58
a1,c4,rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,10000,0.3336079245022701,-0.11023616354259373,126
a1,c4,rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,10000,0.4160246295103666,nan,72
a1,c4,rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,10000,0.29758458127662235,-0.14852501473445762,105
a1,c4,rps_doc_frac_unique_words,rps_doc_mean_word_length,10000,0.2694130598282229,0.08529431137663719,53
a1,c4,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,10000,0.34601079661007317,-0.0261832910422714,127
a1,c4,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,10000,0.33379847649306565,-0.002137548478768224,163
a1,c4,rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,10000,0.1695857068098463,0.28085199196095006,168
a1,c4,rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,10000,0.24764979004164905,nan,219
a1,c4,rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,10000,0.2523650450188792,0.12212704444486085,179
a1,c4,rps_doc_frac_no_alph_words,rps_doc_mean_word_length,10000,0.21775321959510757,0.5445542851815438,201
a1,c4,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,10000,0.20253023465981332,0.4549144523440947,223
a1,c4,rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,10000,0.4008924065534907,0.15223134973717048,76
a1,c4,rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,10000,0.515146038283786,nan,125
a1,c4,rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,10000,0.27518509970128996,0.11696972568857229,116
a1,c4,rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,10000,0.30303665566362054,-0.07409842439710203,135
a1,c4,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,10000,0.39315976564840305,0.14624389104320548,101
a1,c4,rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,10000,0.5142863985900755,nan,167
a1,c4,rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,10000,0.27259076356163264,0.01977520686711222,149
a1,c4,rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,10000,0.2938044742796788,-0.059996702253237506,156
a1,c4,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,10000,0.13435233903949778,nan,119
a1,c4,rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,10000,0.32200349069983203,0.0422175524819818,137
a1,c4,rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,10000,0.31421765294897,-0.047590243121322345,128
a1,c4,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,10000,0.43095724494316373,nan,146
a1,c4,rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,10000,0.41242533768795875,nan,175
a1,c4,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,10000,0.2331220297114602,0.03750191033814541,120
a1,commoncrawl,fineweb_edu,fluency_en,9640,0.293880010998682,0.1977918900928123,185
a1,commoncrawl,fineweb_edu,modernbert_cleanliness,9640,0.2881746265800761,0.14317777790922237,195
a1,commoncrawl,fineweb_edu,modernbert_readability,9640,0.2958086155723347,0.2660159842927419,196
a1,commoncrawl,fineweb_edu,modernbert_reasoning,9640,0.22053085309372486,0.40936547221080977,210
a1,commoncrawl,fineweb_edu,modernbert_professionalism,9636,0.2501250531840545,0.45019745565536345,202
a1,commoncrawl,fineweb_edu,dsir_books,9640,0.32107038455473963,-0.09440691399609151,25
a1,commoncrawl,fineweb_edu,dsir_wiki,9640,0.3213384567939703,-0.08561176624419364,23
a1,commoncrawl,fineweb_edu,dsir_math,9640,0.3273578827671439,-0.08550291297932036,26
a1,commoncrawl,fineweb_edu,qurater,9640,0.19358119566403126,0.6479402955140963,218
a1,commoncrawl,fineweb_edu,ad_en,9640,0.3370621779991316,0.056216745968143494,170
a1,commoncrawl,fineweb_edu,rps_doc_word_count,9640,0.31890009410932413,-0.0863153635965229,70
a1,commoncrawl,fineweb_edu,rps_doc_num_sentences,9640,0.3167377213078718,-0.045528951261318895,66
a1,commoncrawl,fineweb_edu,rps_doc_unigram_entropy,9640,0.319625812666003,0.05695779008876658,180
a1,commoncrawl,fineweb_edu,rps_doc_frac_unique_words,9640,0.33484937653365787,-0.11014934787443223,19
a1,commoncrawl,fineweb_edu,rps_doc_frac_no_alph_words,9640,0.2817579004004292,0.24927047422474394,104
a1,commoncrawl,fineweb_edu,rps_doc_frac_chars_top_2gram,9640,0.2922386230677866,0.039783815212959345,160
a1,commoncrawl,fineweb_edu,rps_doc_frac_chars_top_3gram,9640,0.27159002990064074,0.0559482142636056,155
a1,commoncrawl,fineweb_edu,rps_lines_uppercase_letter_fraction,9640,0.2804361452373199,0.12361026358385739,80
a1,commoncrawl,fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,9640,0.29049813878625164,0.02494935049559382,71
a1,commoncrawl,fineweb_edu,rps_lines_numerical_chars_fraction,9640,0.3216657000422887,0.05510688864343998,103
a1,commoncrawl,fineweb_edu,rps_doc_mean_word_length,9640,0.2605834237975953,0.22432324878159904,164
a1,commoncrawl,fluency_en,modernbert_cleanliness,9640,0.21035113303351885,0.5147376364185352,213
a1,commoncrawl,fluency_en,modernbert_readability,9640,0.20771683140734729,0.46815058834502715,215
a1,commoncrawl,fluency_en,modernbert_reasoning,9640,0.30294583533127234,0.047699437461386524,157
a1,commoncrawl,fluency_en,modernbert_professionalism,9636,0.3642231052172843,-0.01280579415444249,118
a1,commoncrawl,fluency_en,dsir_books,9640,0.3436062157074198,0.26156008401041725,63
a1,commoncrawl,fluency_en,dsir_wiki,9640,0.34268488985633516,0.26244923407493315,60
a1,commoncrawl,fluency_en,dsir_math,9640,0.3572194298371539,0.24826390187824157,59
a1,commoncrawl,fluency_en,qurater,9640,0.22604309821929927,0.4460483792506466,212
a1,commoncrawl,fluency_en,ad_en,9640,0.3394845773306212,0.2642284217983591,178
a1,commoncrawl,fluency_en,rps_doc_word_count,9640,0.2965223245903668,0.22260434185477643,86
a1,commoncrawl,fluency_en,rps_doc_num_sentences,9640,0.2803373090313509,0.21331345266156246,85
a1,commoncrawl,fluency_en,rps_doc_unigram_entropy,9640,0.303114449826017,-0.2262590282297969,143
a1,commoncrawl,fluency_en,rps_doc_frac_unique_words,9640,0.36626082277187283,0.1565344820872587,46
a1,commoncrawl,fluency_en,rps_doc_frac_no_alph_words,9640,0.238745042046384,0.2512734144863745,189
a1,commoncrawl,fluency_en,rps_doc_frac_chars_top_2gram,9640,0.3046387650565432,-0.03343879021001947,142
a1,commoncrawl,fluency_en,rps_doc_frac_chars_top_3gram,9640,0.3086233856362079,-0.03336944211693142,158
a1,commoncrawl,fluency_en,rps_lines_uppercase_letter_fraction,9640,0.23274415660009823,0.21477731182845822,174
a1,commoncrawl,fluency_en,rps_lines_ending_with_terminal_punctution_mark,9640,0.27475533207567215,0.2891030255093996,162
a1,commoncrawl,fluency_en,rps_lines_numerical_chars_fraction,9640,0.3296912606104106,0.09849733395918962,132
a1,commoncrawl,fluency_en,rps_doc_mean_word_length,9640,0.2588160728437339,0.12251327703323672,188
a1,commoncrawl,modernbert_cleanliness,modernbert_readability,9640,0.20965777838828253,0.5614205481587763,224
a1,commoncrawl,modernbert_cleanliness,modernbert_reasoning,9640,0.22692756376553339,0.3468952703909219,214
a1,commoncrawl,modernbert_cleanliness,modernbert_professionalism,9636,0.2980810093594298,0.19561243405331935,161
a1,commoncrawl,modernbert_cleanliness,dsir_books,9640,0.3323974316956205,-0.030164654229478522,32
a1,commoncrawl,modernbert_cleanliness,dsir_wiki,9640,0.33395453990912916,-0.04163650489405981,31
a1,commoncrawl,modernbert_cleanliness,dsir_math,9640,0.3448520266705258,-0.05394256561231042,29
a1,commoncrawl,modernbert_cleanliness,qurater,9640,0.24379288083219552,0.36081957543474347,217
a1,commoncrawl,modernbert_cleanliness,ad_en,9640,0.32761992095186815,0.17473709803545853,152
a1,commoncrawl,modernbert_cleanliness,rps_doc_word_count,9640,0.3212814023605191,-0.09100690876945296,57
a1,commoncrawl,modernbert_cleanliness,rps_doc_num_sentences,9640,0.3040946990826654,-0.013173492406280213,61
a1,commoncrawl,modernbert_cleanliness,rps_doc_unigram_entropy,9640,0.2784541550035211,0.08124546492336081,204
a1,commoncrawl,modernbert_cleanliness,rps_doc_frac_unique_words,9640,0.35424724567738436,-0.10688855512528336,20
a1,commoncrawl,modernbert_cleanliness,rps_doc_frac_no_alph_words,9640,0.24983447370911804,0.19134328585815497,165
a1,commoncrawl,modernbert_cleanliness,rps_doc_frac_chars_top_2gram,9640,0.257876058995616,0.15545112719025947,186
a1,commoncrawl,modernbert_cleanliness,rps_doc_frac_chars_top_3gram,9640,0.2496068409231259,0.1836620400861579,183
a1,commoncrawl,modernbert_cleanliness,rps_lines_uppercase_letter_fraction,9640,0.2284061904312182,0.33399287987588766,91
a1,commoncrawl,modernbert_cleanliness,rps_lines_ending_with_terminal_punctution_mark,9640,0.21726716852809075,0.47628615620566384,177
a1,commoncrawl,modernbert_cleanliness,rps_lines_numerical_chars_fraction,9640,0.302439965672843,0.15770445018745655,108
a1,commoncrawl,modernbert_cleanliness,rps_doc_mean_word_length,9640,0.2704975287534994,-0.004667535575893821,190
a1,commoncrawl,modernbert_readability,modernbert_reasoning,9640,0.26731660752350633,0.32450787766494904,194
a1,commoncrawl,modernbert_readability,modernbert_professionalism,9636,0.3854153176990894,0.2988969625340405,133
a1,commoncrawl,modernbert_readability,dsir_books,9640,0.4188119190622581,-0.14669350551558802,21
a1,commoncrawl,modernbert_readability,dsir_wiki,9640,0.4175196281438679,-0.1428665294505362,24
a1,commoncrawl,modernbert_readability,dsir_math,9640,0.43425704303955576,-0.14854784155810002,17
a1,commoncrawl,modernbert_readability,qurater,9640,0.22467434157580424,0.4804182891185153,221
a1,commoncrawl,modernbert_readability,ad_en,9640,0.4142841688585958,0.028659515597726632,138
a1,commoncrawl,modernbert_readability,rps_doc_word_count,9640,0.3542533086116763,-0.1488572405346225,50
a1,commoncrawl,modernbert_readability,rps_doc_num_sentences,9640,0.3056113475859935,-0.04074736471039211,54
a1,commoncrawl,modernbert_readability,rps_doc_unigram_entropy,9640,0.2002510674355299,0.13376521254876964,209
a1,commoncrawl,modernbert_readability,rps_doc_frac_unique_words,9640,0.4318409906907638,-0.1365057339427195,12
a1,commoncrawl,modernbert_readability,rps_doc_frac_no_alph_words,9640,0.19327751211164648,0.2475196396533147,182
a1,commoncrawl,modernbert_readability,rps_doc_frac_chars_top_2gram,9640,0.2800218580530201,0.08334925375240489,187
a1,commoncrawl,modernbert_readability,rps_doc_frac_chars_top_3gram,9640,0.31043300191464795,0.0933291489355807,184
a1,commoncrawl,modernbert_readability,rps_lines_uppercase_letter_fraction,9640,0.1871926147070723,0.16065755559383432,115
a1,commoncrawl,modernbert_readability,rps_lines_ending_with_terminal_punctution_mark,9640,0.3051423183760302,0.21272576965491882,154
a1,commoncrawl,modernbert_readability,rps_lines_numerical_chars_fraction,9640,0.3375575466239252,0.11280745133684307,93
