dataset,unit_type,unit_id,model_family,model_repo,N_params_B,record_count,distinct_D_count,D_min_B_tokens,D_max_B_tokens,loss_column,source_role,track_key_status,p_recipe_group_candidate,p_recipe_status,p_D_status,p_loss_join_status,independent_recipe_count_contribution,eligible_as_real_p_variation,audit_locator,record_fingerprint_sha256,limitations
B4,cross_sectional_model_point,B4:row_0021:919a43dbf445,Qwen2,,7,1,1,2221,2221,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=21; locator only, not a join key",919a43dbf445ae7ee5adb52080eba2d06217da64e0c09144f06d40ef48230227,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0022:e165e1abe154,Gemma,,2,1,1,1049,1049,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=22; locator only, not a join key",e165e1abe15491af956935b8fb6944638c1d1c76add5ae70556e182eae46de75,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0023:354f04355783,Gemma,,7,1,1,4109,4109,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=23; locator only, not a join key",354f043557836536a53fe8b179939d8cdd7127a188de7262b3af322d391deaa8,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0024:5d9199ac5448,Pythia,,0.07,1,1,6,6,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=24; locator only, not a join key",5d9199ac5448c4d5a8458b505ee186fb418124bf49a79223996610c6bebba330,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0025:03b513b2dff9,Qwen2,,1.5,1,1,680,680,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=25; locator only, not a join key",03b513b2dff9ff6cb73696f626ed1f911d68e6208f02d8f41fcdc321cc87f4e6,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0026:532e05ed3ee2,Pythia,,1,1,1,111,111,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=26; locator only, not a join key",532e05ed3ee220c6e60a77791f0a829d08c1a4a81c46073b2752def41dd07f0b,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0027:5613d0b6b221,Phi,,18,1,1,2800,2800,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=27; locator only, not a join key",5613d0b6b2213c942491a4acb02159321759f8b8f9c173b5cbab7bfb3be73d64,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0028:d2d25a33fc5d,GPT2,,0.12,1,1,40,40,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=28; locator only, not a join key",d2d25a33fc5d40ac6a6be33bd7b5b101ae5d9bacb8d8ed77714ab0269ca9d768,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0029:4e9220a9f234,GPT2,,0.35,1,1,40,40,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=29; locator only, not a join key",4e9220a9f234a403dd9bf92930f8dd0ba48b6f006e7d4f959e098f170b4cb930,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0030:2574827141f1,GPT2,,0.77,1,1,40,40,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=30; locator only, not a join key",2574827141f1a5dcaaf8ad3efd9da34d6b0d21533ef836315fda2cdee856f72c,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0031:f0685c92a6c7,GPT2,,1.5,1,1,40,40,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=31; locator only, not a join key",f0685c92a6c774cbec0a898808b7a76de41c2f44efbc6187f300038eb2a1e163,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0032:c5bab1771f15,OPT,,0.13,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=32; locator only, not a join key",c5bab1771f15a7aaddb61bf2b9a0213cb02926e3a83f9df7642990cdcdbee4a5,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0033:6b7a67508f33,OPT,,0.35,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=33; locator only, not a join key",6b7a67508f3385182398e27b0a128780c74c5dcb52decce331fba87139e22ef6,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0034:bfeda069ae41,OPT,,1.3,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=34; locator only, not a join key",bfeda069ae41e83e0f29fa067d51dfe4cc4f337d627cb704dbafbaddb5024d87,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0035:f244229228bb,OPT,,2.7,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=35; locator only, not a join key",f244229228bb3ed8e7944b42b5dabf864db98fec958878be4c91f3addf46c9b3,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0036:bda6640180c9,OPT,,6.7,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=36; locator only, not a join key",bda6640180c98a8298705937b11793f711be5393748a711d6993f0a7e0ec758e,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0037:5d77b260d031,OPT,,13,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=37; locator only, not a join key",5d77b260d0317172145f43ee56fae4a1b76a48e69908bdce34e888cc68acd87d,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0038:636e29e06bc5,OPT,,30,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=38; locator only, not a join key",636e29e06bc5904f6ec283c3dd128cf88854bb0bb3ce803ab048a0591486f005,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0039:7b28656d5fb1,BLOOM,,0.56,1,1,350,350,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=39; locator only, not a join key",7b28656d5fb18245e7010b893ce62d61f4e354c6e2ed95226b561268fcc5a3b3,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0040:099a1e9ac5a9,BLOOM,,1.7,1,1,350,350,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=40; locator only, not a join key",099a1e9ac5a94a66d2abee0789dfd0c9f0bcde8674f39bb715d545808d596c1b,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0041:08bf4925f365,BLOOM,,3,1,1,350,350,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=41; locator only, not a join key",08bf4925f3650265bd81f8eb58c54296ebad7039cdb53d9371c8892ba2402828,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0042:cf1f5c2c2e97,BLOOM,,7.1,1,1,350,350,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=42; locator only, not a join key",cf1f5c2c2e97d5a3da8485c50cf64e218b4bd522bc3d6d01d6c58fc31c07adde,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0043:842469b0b36a,Falcon,,7,1,1,1500,1500,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=43; locator only, not a join key",842469b0b36ae144cc31114e248f8a9edc54ebf8b36f49e715ff3f83f24f9cc8,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0044:14f80e7c4123,Falcon,,40,1,1,1500,1500,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=44; locator only, not a join key",14f80e7c41232a1c31b2c8d413b3fd9531f8cc862968639703e55dc1468f460b,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0045:ac34171efee5,Mistral,,7,1,1,8000,8000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=45; locator only, not a join key",ac34171efee5b5341c9842e31f39c2efa6a302fba60632818f8ab037d71d24fb,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0046:ea38e7464284,Yi,,6,1,1,3000,3000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=46; locator only, not a join key",ea38e7464284873766a86efc8c7d6162fba619ece03ad8cb29757e4bac6e0389,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0047:55369d2ff7e1,Yi,,34,1,1,3000,3000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=47; locator only, not a join key",55369d2ff7e1fffbcb4a568d15a90cb048f7d05b95828622b7305aadef601fd6,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0048:c78c8ef5f6ed,LLaMA,,70,1,1,15000,15000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=48; locator only, not a join key",c78c8ef5f6ed74f65a249d285c6c849d7f1222ced570bfd65756d9bde89f9711,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0049:98978097c628,Qwen2,,32,1,1,18000,18000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=49; locator only, not a join key",98978097c6281b1ed7fb0a1fb6919867b09811b709f22259c71cbe6dac0b4a08,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0050:a83c70a28bcf,Qwen2,,72,1,1,18000,18000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=50; locator only, not a join key",a83c70a28bcff90e7857c76453b1ce8bbd52f7cd9990871ba5069dc05a8ec961,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0051:6eefdcd00a54,Gemma,,9,1,1,8000,8000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=51; locator only, not a join key",6eefdcd00a54612d73d70c154601eb1593f68ad750c9a7169c410d9d9c998eea,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0052:d83b439bfa26,Cerebras-GPT,,0.11,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=52; locator only, not a join key",d83b439bfa266be46f1a70641f3025387120d3c28dc0ab0a0017b01c388fa9f8,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0053:aca7978ef29a,Cerebras-GPT,,0.26,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=53; locator only, not a join key",aca7978ef29a90d06e5ebaaeece1268a6242708f18016a2057e1aaaa40a5a822,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0054:a5088e5d6af7,Cerebras-GPT,,0.59,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=54; locator only, not a join key",a5088e5d6af75d3b6ebdf86f8ab730c5db4a024a92affe432e9192ebb01a3512,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0055:19dc28df3cf3,Cerebras-GPT,,1.3,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=55; locator only, not a join key",19dc28df3cf3d5f1f47de0cb7a359bbe60dde1866a21705743c63a93f3aa61d3,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0056:f953578b0a4a,Cerebras-GPT,,2.7,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=56; locator only, not a join key",f953578b0a4ae25d55b160c881999bdc3c9ba85e08589960fd5db69dc01bc201,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0057:ffb30bcd14a7,Cerebras-GPT,,6.7,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=57; locator only, not a join key",ffb30bcd14a715020baebc664e2f2de4a9eaad118491a7498209887122d71a1c,source=; identical-row occurrence=1
B4,cross_sectional_model_point,B4:row_0058:f5011a1b059d,Cerebras-GPT,,13,1,1,2050,2050,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",family label only; no row-level model/run/checkpoint identifier,unresolved_source_specific_recipe,no source field or p vector in row; provenance must be resolved before assigning a recipe,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv#csv_line=58; locator only, not a join key",f5011a1b059d4fdcc3e8c41bc6250244217d94abd250f089e06febbfa1ccdebb,source=; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0002:fb9bb0f706ac,GPT-2,,1.5,1,1,10,10,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=2; locator only, not a join key",fb9bb0f706aceb8d79033c811d4a129f8c6f09129e2dee10947141b3cf545f35,source=Kaplan et al. 2020; identical-row occurrence=1
