source_row_1based,Source,Year,Model,Average,Average_numeric,duplicate_group_rows,conflicting_duplicate_metrics,kept_for_summary
1253,Open LLM Leaderboard,2024,Nekochu/Llama-3.1-8B-German-ORPO,23.25,23.25,1,False,True
1254,Open LLM Leaderboard,2024,Nekochu/Llama-3.1-8B-french-DPO,21.70,21.7,1,False,True
1255,Open LLM Leaderboard,2024,Nekochu/Luminia-13B-v3,11.64,11.64,1,False,True
1256,Open LLM Leaderboard,2024,Nekochu/Luminia-8B-RP,24.62,24.62,1,False,True
1257,Open LLM Leaderboard,2024,NeverSleep/Lumimaid-v0.2-12B,18.15,18.15,1,False,True
1258,Open LLM Leaderboard,2024,NeverSleep/Lumimaid-v0.2-8B,24.41,24.41,1,False,True
1259,Open LLM Leaderboard,2025,Nexesenex/Dolphin3.0-Llama3.1-1B-abliterated,11.38,11.38,1,False,True
1260,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DeepDive_3_Prev_v1.0,26.65,26.65,1,False,True
1261,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,27.47,27.47,1,False,True
1262,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,29.73,29.73,1,False,True
1263,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DoberWild_v2.01,30.16,30.16,1,False,True
1264,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DoberWild_v2.02,29.48,29.48,1,False,True
1265,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DoberWild_v2.03,29.82,29.82,1,False,True
1266,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DodoWild_v2.01,30.31,30.31,1,False,True
1267,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DodoWild_v2.02,30.73,30.73,1,False,True
1268,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DodoWild_v2.03,30.60,30.6,1,False,True
1269,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_DodoWild_v2.10,30.41,30.41,1,False,True
1270,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,29.31,29.31,1,False,True
1271,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.03,29.79,29.79,1,False,True
1272,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Dolermed_V1.01,23.45,23.45,1,False,True
1273,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Dolerstormed_V1.04,30.11,30.11,1,False,True
1274,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Hermedash_R1_V1.04,30.28,30.28,1,False,True
1275,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,23.81,23.81,1,False,True
1276,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.03,26.50,26.5,1,False,True
1277,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Hermedive_V1.01,22.79,22.79,1,False,True
1278,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Mediver_V1.01,11.98,11.98,1,False,True
1279,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Medusa_v1.01,27.38,27.38,1,False,True
1280,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,28.11,28.11,1,False,True
1281,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,30.62,30.62,1,False,True
1282,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Stormeder_v1.04,29.71,29.71,1,False,True
1283,Open LLM Leaderboard,2025,Nexesenex/Llama_3.1_8b_Typhoon_v1.03,30.63,30.63,1,False,True
1284,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_AquaSyn_0.1,6.99,6.99,1,False,True
1285,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_AquaSyn_0.11,5.87,5.87,1,False,True
1286,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Dolto_0.1,11.87,11.87,1,False,True
1287,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Odyssea_V1,5.72,5.72,1,False,True
1288,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Odyssea_V1.01,5.66,5.66,1,False,True
1289,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1,12.34,12.34,1,False,True
1290,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_OrcaSun_V1,14.80,14.8,1,False,True
1291,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,12.81,12.81,1,False,True
1292,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_SunOrca_V1,14.01,14.01,1,False,True
1293,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Sydonia_0.1,5.52,5.52,1,False,True
1294,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Syneridol_0.2,5.41,5.41,1,False,True
1295,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Synopsys_0.1,4.96,4.96,1,False,True
1296,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_1b_Synopsys_0.11,6.56,6.56,1,False,True
1297,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_3b_Kermes_v1,17.07,17.07,1,False,True
1298,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_3b_Kermes_v2,18.49,18.49,1,False,True
1299,Open LLM Leaderboard,2025,Nexesenex/Llama_3.2_3b_Kermes_v2.1,18.91,18.91,1,False,True
1300,Open LLM Leaderboard,2025,Nexesenex/Nemotron_W_4b_Halo_0.1,15.09,15.09,1,False,True
1301,Open LLM Leaderboard,2025,Nexesenex/Nemotron_W_4b_MagLight_0.1,16.19,16.19,1,False,True
1302,Open LLM Leaderboard,2025,Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,19.96,19.96,1,False,True
1303,Open LLM Leaderboard,2025,Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,15.01,15.01,1,False,True
1304,Open LLM Leaderboard,2024,Nexusflow/NexusRaven-V2-13B,8.49,8.49,1,False,True
1305,Open LLM Leaderboard,2025,NikolaSigmoid/AceMath-1.5B-Instruct-1epoch,17.51,17.51,1,False,True
1306,Open LLM Leaderboard,2025,NikolaSigmoid/AceMath-1.5B-Instruct-dolphin-r1-200,4.39,4.39,1,False,True
1307,Open LLM Leaderboard,2025,NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,3.58,3.58,1,False,True
1308,Open LLM Leaderboard,2025,NikolaSigmoid/acemath-200,17.51,17.51,1,False,True
1309,Open LLM Leaderboard,2025,NikolaSigmoid/phi-4-14b,29.91,29.91,1,False,True
1310,Open LLM Leaderboard,2025,NikolaSigmoid/phi-4-1steps,29.87,29.87,1,False,True
1311,Open LLM Leaderboard,2025,NikolaSigmoid/phi-4-300steps,29.96,29.96,1,False,True
1312,Open LLM Leaderboard,2025,Nitral-AI/Captain-Eris-BMO_Violent-GRPO-v0.420,25.92,25.92,1,False,True
1313,Open LLM Leaderboard,2025,Nitral-AI/Captain-Eris_BMO-Violent-12B,25.92,25.92,1,False,True
1314,Open LLM Leaderboard,2025,Nitral-AI/Captain-Eris_Violet-GRPO-v0.420,25.27,25.27,1,False,True
1315,Open LLM Leaderboard,2025,Nitral-AI/Captain-Eris_Violet-V0.420-12B,23.63,23.63,1,False,True
1316,Open LLM Leaderboard,2025,Nitral-AI/Captain_BMO-12B,23.21,23.21,1,False,True
1317,Open LLM Leaderboard,2024,Nitral-AI/Hathor_Stable-v0.2-L3-8B,25.92,25.92,1,False,True
1318,Open LLM Leaderboard,2025,Nitral-AI/Hathor_Tahsin-L3-8B-v0.85,25.50,25.5,1,False,True
1319,Open LLM Leaderboard,2025,Nitral-AI/Nera_Noctis-12B,20.66,20.66,1,False,True
1320,Open LLM Leaderboard,2024,Nohobby/MS-Schisandra-22B-v0.1,30.11,30.11,1,False,True
1321,Open LLM Leaderboard,2024,Nohobby/MS-Schisandra-22B-v0.2,30.28,30.28,1,False,True
1322,Open LLM Leaderboard,2024,Norquinal/Alpha,12.08,12.08,1,False,True
1323,Open LLM Leaderboard,2024,Norquinal/Bravo,13.66,13.66,1,False,True
1324,Open LLM Leaderboard,2024,Norquinal/Charlie,13.16,13.16,1,False,True
1325,Open LLM Leaderboard,2024,Norquinal/Delta,11.35,11.35,1,False,True
1326,Open LLM Leaderboard,2024,Norquinal/Echo,13.45,13.45,1,False,True
1327,Open LLM Leaderboard,2024,Norquinal/Foxtrot,13.35,13.35,1,False,True
1328,Open LLM Leaderboard,2024,Norquinal/Golf,13.93,13.93,1,False,True
1329,Open LLM Leaderboard,2024,Norquinal/Hotel,13.28,13.28,1,False,True
1330,Open LLM Leaderboard,2024,NotASI/FineTome-Llama3.2-1B-0929,9.95,9.95,1,False,True
1331,Open LLM Leaderboard,2024,NotASI/FineTome-Llama3.2-3B-1002,16.76,16.76,1,False,True
1332,Open LLM Leaderboard,2024,NotASI/FineTome-v1.5-Llama3.2-1B-1007,9.24,9.24,1,False,True
1333,Open LLM Leaderboard,2024,NotASI/FineTome-v1.5-Llama3.2-3B-1007,17.11,17.11,1,False,True
1334,Open LLM Leaderboard,2025,NousResearch/DeepHermes-3-Mistral-24B-Preview,31.99,31.99,1,False,True
1335,Open LLM Leaderboard,2024,NousResearch/Hermes-2-Pro-Llama-3-8B,22.07,22.07,1,False,True
1336,Open LLM Leaderboard,2024,NousResearch/Hermes-2-Pro-Mistral-7B,21.84,21.84,1,False,True
1337,Open LLM Leaderboard,2024,NousResearch/Hermes-2-Theta-Llama-3-8B,24.79,24.79,1,False,True
1338,Open LLM Leaderboard,2024,NousResearch/Hermes-3-Llama-3.1-70B,38.51,38.51,1,False,True
1339,Open LLM Leaderboard,2024,NousResearch/Hermes-3-Llama-3.1-8B,23.49,23.49,1,False,True
1340,Open LLM Leaderboard,2024,NousResearch/Hermes-3-Llama-3.2-3B,15.24,15.24,1,False,True
1341,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,21.10,21.1,1,False,True
1342,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,27.35,27.35,1,False,True
1343,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,21.84,21.84,1,False,True
1344,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-2-SOLAR-10.7B,23.41,23.41,1,False,True
1345,Open LLM Leaderboard,2024,NousResearch/Nous-Hermes-llama-2-7b,9.32,9.32,1,False,True
1346,Open LLM Leaderboard,2024,NousResearch/Yarn-Llama-2-13b-128k,8.49,8.49,1,False,True
1347,Open LLM Leaderboard,2024,NousResearch/Yarn-Llama-2-7b-128k,6.81,6.81,1,False,True
1348,Open LLM Leaderboard,2024,NousResearch/Yarn-Llama-2-7b-64k,7.22,7.22,1,False,True
1349,Open LLM Leaderboard,2024,NousResearch/Yarn-Mistral-7b-128k,13.27,13.27,1,False,True
1350,Open LLM Leaderboard,2024,NousResearch/Yarn-Mistral-7b-64k,13.54,13.54,1,False,True
1351,Open LLM Leaderboard,2024,NousResearch/Yarn-Solar-10b-32k,15.72,15.72,1,False,True
1352,Open LLM Leaderboard,2024,NousResearch/Yarn-Solar-10b-64k,15.16,15.16,1,False,True
1353,Open LLM Leaderboard,2025,Novaciano/ASTAROTH-3.2-1B,14.17,14.17,1,False,True
1354,Open LLM Leaderboard,2025,Novaciano/BLAST_PROCESSING-3.2-1B,11.95,11.95,1,False,True
1355,Open LLM Leaderboard,2025,Novaciano/Cerberus-3.2-1B,13.73,13.73,1,False,True
1356,Open LLM Leaderboard,2025,Novaciano/Cultist-3.2-1B,12.94,12.94,1,False,True
1357,Open LLM Leaderboard,2025,Novaciano/FuseChat-3.2-1B-GRPO_Creative_RP,13.85,13.85,1,False,True
1358,Open LLM Leaderboard,2025,Novaciano/Fusetrix-3.2-1B-GRPO_RP_Creative,13.99,13.99,1,False,True
1359,Open LLM Leaderboard,2025,Novaciano/Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP,14.28,14.28,1,False,True
1360,Open LLM Leaderboard,2025,Novaciano/HarmfulProject-3.2-1B,10.69,10.69,1,False,True
1361,Open LLM Leaderboard,2025,Novaciano/LEWD-Mental-Cultist-3.2-1B,12.98,12.98,1,False,True
1362,Open LLM Leaderboard,2025,Novaciano/La_Mejor_Mezcla-3.2-1B,14.06,14.06,1,False,True
1363,Open LLM Leaderboard,2025,Novaciano/Sigil-Of-Satan-3.2-1B,13.69,13.69,1,False,True
1364,Open LLM Leaderboard,2024,NucleusAI/nucleus-22B-token-500B,1.63,1.63,1,False,True
1365,Open LLM Leaderboard,2024,NyxKrage/Microsoft_Phi-4,30.07,30.07,1,False,True
1366,Open LLM Leaderboard,2024,OEvortex/Emotional-llama-8B,17.79,17.79,1,False,True
1367,Open LLM Leaderboard,2024,OEvortex/HelpingAI-15B,4.52,4.52,1,False,True
1368,Open LLM Leaderboard,2024,OEvortex/HelpingAI-3B-reloaded,14.77,14.77,1,False,True
1369,Open LLM Leaderboard,2024,OEvortex/HelpingAI2-9B,17.61,17.61,1,False,True
1370,Open LLM Leaderboard,2024,OEvortex/HelpingAI2.5-10B,13.71,13.71,1,False,True
1371,Open LLM Leaderboard,2024,OliveiraJLT/Sagui-7B-Instruct-v0.1,8.58,8.58,1,False,True
1372,Open LLM Leaderboard,2024,Omkar1102/code-yi,4.92,4.92,2,True,False
1373,Open LLM Leaderboard,2024,Omkar1102/code-yi,5.17,5.17,2,True,False
1374,Open LLM Leaderboard,2024,OmnicromsBrain/NeuralStar_FusionWriter_4x7b,20.07,20.07,1,False,True
1375,Open LLM Leaderboard,2024,OnlyCheeini/greesychat-turbo,1.80,1.8,1,False,True
1376,Open LLM Leaderboard,2024,Open-Orca/Mistral-7B-OpenOrca,17.72,17.72,1,False,True
1377,Open LLM Leaderboard,2024,OpenAssistant/oasst-sft-1-pythia-12b,3.68,3.68,1,False,True
1378,Open LLM Leaderboard,2025,OpenBuddy/openbuddy-falcon3-10b-v24.2-131k,27.27,27.27,1,False,True
1379,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3-70b-v21.2-32k,35.55,35.55,1,False,True
1380,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3-8b-v21.1-8k,20.16,20.16,1,False,True
1381,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3-8b-v21.2-32k,22.07,22.07,1,False,True
1382,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.1-70b-v22.1-131k,41.25,41.25,1,False,True
1383,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.1-8b-v22.2-131k,24.42,24.42,1,False,True
1384,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.1-8b-v22.3-131k,23.32,23.32,1,False,True
1385,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.2-1b-v23.1-131k,9.35,9.35,1,False,True
1386,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.2-3b-v23.2-131k,13.80,13.8,1,False,True
1387,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-llama3.3-70b-v24.1-131k,45.74,45.74,1,False,True
1388,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k,22.33,22.33,1,False,True
1389,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-nemotron-70b-v23.1-131k,39.79,39.79,1,False,True
1390,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-nemotron-70b-v23.2-131k,39.23,39.23,1,False,True
1391,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwen2.5llamaify-14b-v23.1-200k,32.53,32.53,1,False,True
1392,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwen2.5llamaify-14b-v23.3-200k,32.30,32.3,1,False,True
1393,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwen2.5llamaify-7b-v23.1-200k,27.86,27.86,1,False,True
1394,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwq-32b-v24.1-200k,39.96,39.96,1,False,True
1395,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-qwq-32b-v24.2-200k,39.56,39.56,1,False,True
1396,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-yi1.5-34b-v21.3-32k,30.92,30.92,1,False,True
1397,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-zero-14b-v22.3-32k,19.41,19.41,1,False,True
1398,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-zero-3b-v21.2-32k,11.71,11.71,1,False,True
1399,Open LLM Leaderboard,2024,OpenBuddy/openbuddy-zero-56b-v21.2-32k,28.54,28.54,1,False,True
1400,Open LLM Leaderboard,2025,OpenGenerativeAI/Bifrost,37.15,37.15,1,False,True
1401,Open LLM Leaderboard,2025,OpenGenerativeAI/Bifrost-14B,37.40,37.4,1,False,True
1402,Open LLM Leaderboard,2025,OpenLLM-France/Lucie-7B,8.61,8.61,1,False,True
1403,Open LLM Leaderboard,2025,OpenLLM-France/Lucie-7B-Instruct,8.36,8.36,1,False,True
1404,Open LLM Leaderboard,2025,OpenLLM-France/Lucie-7B-Instruct-human-data,8.57,8.57,1,False,True
1405,Open LLM Leaderboard,2025,OpenLLM-France/Lucie-7B-Instruct-v1.1,11.00,11.0,1,False,True
1406,Open LLM Leaderboard,2024,OpenLeecher/llama3-8b-lima,15.03,15.03,1,False,True
1407,Open LLM Leaderboard,2024,OpenScholar/Llama-3.1_OpenScholar-8B,25.96,25.96,1,False,True
1408,Open LLM Leaderboard,2024,Orenguteng/Llama-3.1-8B-Lexi-Uncensored,27.18,27.18,1,False,True
1409,Open LLM Leaderboard,2024,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,28.39,28.39,1,False,True
1410,Open LLM Leaderboard,2024,Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,35.72,35.72,1,False,True
1411,Open LLM Leaderboard,2024,Orion-zhen/phi-4-abliterated,29.98,29.98,1,False,True
1412,Open LLM Leaderboard,2024,P0x0/Astra-v1-12B,19.74,19.74,1,False,True
1413,Open LLM Leaderboard,2024,PJMixers/LLaMa-3-CursedStock-v2.0-8B,24.17,24.17,1,False,True
1414,Open LLM Leaderboard,2025,PJMixers-Dev/L3.2-Instruct-Thinking-v0.1-1B,10.90,10.9,1,False,True
1415,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,28.89,28.89,1,False,True
1416,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,28.82,28.82,1,False,True
1417,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,28.82,28.82,1,False,True
1418,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,22.70,22.7,1,False,True
1419,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,21.77,21.77,1,False,True
1420,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,21.83,21.83,1,False,True
1421,Open LLM Leaderboard,2024,PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,19.74,19.74,1,False,True
1422,Open LLM Leaderboard,2024,PJMixers-Dev/Qwen2.5-RomboTiesTest-7B,35.29,35.29,1,False,True
1423,Open LLM Leaderboard,2024,Parissa3/test-model,20.75,20.75,1,False,True
1424,Open LLM Leaderboard,2025,Pinkstack/PARM-V1.5-base-QwQ-Qwen-2.5-o1-3B,23.93,23.93,1,False,True
1425,Open LLM Leaderboard,2025,Pinkstack/SuperThoughts-CoT-14B-16k-o1-QwQ,31.37,31.37,1,False,True
1426,Open LLM Leaderboard,2025,Pinkstack/Superthoughts-lite-1.8B-experimental-o1,5.10,5.1,1,False,True
1427,Open LLM Leaderboard,2025,Pinkstack/Superthoughts-lite-v1,7.40,7.4,1,False,True
1428,Open LLM Leaderboard,2024,PocketDoc/Dans-Instruct-CoreCurriculum-12b,9.49,9.49,1,False,True
1429,Open LLM Leaderboard,2024,PocketDoc/Dans-PersonalityEngine-V1.1.0-12b,27.04,27.04,1,False,True
1430,Open LLM Leaderboard,2025,PocketDoc/Dans-PersonalityEngine-V1.2.0-24b,36.38,36.38,1,False,True
1431,Open LLM Leaderboard,2024,PocketDoc/Dans-PersonalityEngine-v1.0.0-8b,19.21,19.21,1,False,True
1432,Open LLM Leaderboard,2025,PocketDoc/Dans-SakuraKaze-V1.0.0-12b,27.12,27.12,1,False,True
1433,Open LLM Leaderboard,2025,PowerInfer/SmallThinker-3B-Preview,23.22,23.22,1,False,True
1434,Open LLM Leaderboard,2024,PranavHarshan/LaMistral-V4,24.21,24.21,1,False,True
1435,Open LLM Leaderboard,2024,PranavHarshan/MedNarra-X1,18.08,18.08,1,False,True
1436,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_10.7B_48Layers-Appended,22.74,22.74,1,False,True
1437,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_10.7B_48Layers-Interleaved,22.67,22.67,1,False,True
1438,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_32K-PoSE,12.90,12.9,1,False,True
1439,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_8.11B_36Layers-Appended,22.76,22.76,1,False,True
1440,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_8.11B_36Layers-Interleaved,22.63,22.63,1,False,True
1441,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_8.99B_40Layers-Appended,22.74,22.74,1,False,True
1442,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_8.99B_40Layers-Interleaved,22.66,22.66,1,False,True
1443,Open LLM Leaderboard,2024,Pretergeek/OpenChat-3.5-0106_9.86B_44Layers-Appended,22.74,22.74,1,False,True
1444,Open LLM Leaderboard,2024,Pretergeek/openchat-3.5-0106_Rebased_Mistral-7B-v0.2,16.05,16.05,1,False,True
1445,Open LLM Leaderboard,2024,PrimeIntellect/INTELLECT-1,3.81,3.81,2,True,False
1446,Open LLM Leaderboard,2024,PrimeIntellect/INTELLECT-1,4.02,4.02,2,True,False
1447,Open LLM Leaderboard,2024,PrimeIntellect/INTELLECT-1-Instruct,1.41,1.41,1,False,True
1448,Open LLM Leaderboard,2024,PuxAI/LUA_model,5.15,5.15,1,False,True
1449,Open LLM Leaderboard,2024,PygmalionAI/pygmalion-6b,5.43,5.43,1,False,True
1450,Open LLM Leaderboard,2024,Q-bert/MetaMath-1B,12.37,12.37,1,False,True
1451,Open LLM Leaderboard,2025,Quazim0t0/1up-14b,41.15,41.15,1,False,True
1452,Open LLM Leaderboard,2025,Quazim0t0/Adamant-14B-sce,40.32,40.32,1,False,True
1453,Open LLM Leaderboard,2025,Quazim0t0/Alice-14B,41.35,41.35,1,False,True
1454,Open LLM Leaderboard,2025,Quazim0t0/Alien-CoT-14B-sce,32.21,32.21,1,False,True
1455,Open LLM Leaderboard,2025,Quazim0t0/Aura-8B-Linear,27.59,27.59,1,False,True
1456,Open LLM Leaderboard,2025,Quazim0t0/Casa-14b-sce,40.41,40.41,2,True,False
1457,Open LLM Leaderboard,2025,Quazim0t0/Casa-14b-sce,40.99,40.99,2,True,False
1458,Open LLM Leaderboard,2025,Quazim0t0/Charlie-8B-Linear,28.06,28.06,1,False,True
1459,Open LLM Leaderboard,2025,Quazim0t0/Chromatic-8b-sce,24.17,24.17,1,False,True
1460,Open LLM Leaderboard,2025,Quazim0t0/CoT_Phi,36.21,36.21,1,False,True
1461,Open LLM Leaderboard,2025,Quazim0t0/Dyson-14b,39.58,39.58,1,False,True
1462,Open LLM Leaderboard,2025,Quazim0t0/Edu-14B-Linear,34.65,34.65,1,False,True
1463,Open LLM Leaderboard,2025,Quazim0t0/Fugazi14b,41.94,41.94,1,False,True
1464,Open LLM Leaderboard,2025,Quazim0t0/GZA-14B-sce,38.22,38.22,1,False,True
1465,Open LLM Leaderboard,2025,Quazim0t0/Geedorah-14B,41.39,41.39,1,False,True
1466,Open LLM Leaderboard,2025,Quazim0t0/GivingTree-8b-sce,23.90,23.9,1,False,True
1467,Open LLM Leaderboard,2025,Quazim0t0/GuiltySpark-14B-ties,40.52,40.52,1,False,True
1468,Open LLM Leaderboard,2025,Quazim0t0/Halo-14B-sce,40.26,40.26,1,False,True
1469,Open LLM Leaderboard,2025,Quazim0t0/Heretic1.5b,11.60,11.6,1,False,True
1470,Open LLM Leaderboard,2025,Quazim0t0/Hyde-14b-sce,36.66,36.66,1,False,True
1471,Open LLM Leaderboard,2025,Quazim0t0/Imagine-v0.5-16bit,28.79,28.79,1,False,True
1472,Open LLM Leaderboard,2025,Quazim0t0/Imbue-14b,38.07,38.07,1,False,True
1473,Open LLM Leaderboard,2025,Quazim0t0/Insom,39.55,39.55,1,False,True
1474,Open LLM Leaderboard,2025,Quazim0t0/InspectorDeck-14B-sce,29.60,29.6,1,False,True
1475,Open LLM Leaderboard,2025,Quazim0t0/Jekyl-8b-sce,24.09,24.09,1,False,True
1476,Open LLM Leaderboard,2025,Quazim0t0/Jigsaw-14B-Linear,36.86,36.86,1,False,True
1477,Open LLM Leaderboard,2025,Quazim0t0/Katana-8b-sce,24.19,24.19,1,False,True
1478,Open LLM Leaderboard,2025,Quazim0t0/Knot-CoT-14B-sce,33.73,33.73,1,False,True
1479,Open LLM Leaderboard,2025,Quazim0t0/Lineage-14B,41.64,41.64,1,False,True
1480,Open LLM Leaderboard,2025,Quazim0t0/Lo-Phi-14b,37.89,37.89,1,False,True
1481,Open LLM Leaderboard,2025,Quazim0t0/Loke-14B-sce,40.86,40.86,1,False,True
1482,Open LLM Leaderboard,2025,Quazim0t0/MFDOOM-14B,41.44,41.44,1,False,True
1483,Open LLM Leaderboard,2025,Quazim0t0/MFGRIMM-14B,41.52,41.52,1,False,True
1484,Open LLM Leaderboard,2025,Quazim0t0/Math_Phi4_Reason,28.12,28.12,1,False,True
1485,Open LLM Leaderboard,2025,Quazim0t0/Mithril-14B-sce,40.98,40.98,1,False,True
1486,Open LLM Leaderboard,2025,Quazim0t0/Mononoke-14B-sce,33.98,33.98,1,False,True
1487,Open LLM Leaderboard,2025,Quazim0t0/Motion-8B-Linear,27.24,27.24,1,False,True
1488,Open LLM Leaderboard,2025,Quazim0t0/Mouse-9B,3.74,3.74,1,False,True
1489,Open LLM Leaderboard,2025,Quazim0t0/Nova-14b-sce,41.41,41.41,1,False,True
1490,Open LLM Leaderboard,2025,Quazim0t0/NovaScotia-14b-stock,41.35,41.35,1,False,True
1491,Open LLM Leaderboard,2024,Quazim0t0/ODB-14B-sce,26.92,26.92,1,False,True
1492,Open LLM Leaderboard,2025,Quazim0t0/ODB-14b-sce,41.34,41.34,1,False,True
1493,Open LLM Leaderboard,2025,Quazim0t0/Oasis-14B-ties,40.59,40.59,1,False,True
1494,Open LLM Leaderboard,2025,Quazim0t0/Origami-14B-sce,28.97,28.97,1,False,True
1495,Open LLM Leaderboard,2025,Quazim0t0/Phi4.Turn.R1Distill.16bit,27.50,27.5,1,False,True
1496,Open LLM Leaderboard,2025,Quazim0t0/Phi4.Turn.R1Distill_v1.5.1-Tensors,26.05,26.05,1,False,True
