model_name_raw,c8_model_dir,run_id,c8_model_revision,c8_model_sha,c1_record_count,c1_record_ids,match_status,c1_match_basis,c2_record_number,c2_match_status,c2_match_basis,c3_match_basis,c4_match_basis,alias_match_used,human_confirmed_version_match,version_match_status,strict_version_confirmed,c3_exact_name_record_count,c4_exact_name_record_count,provisional_unique_name_candidate,interpretation
DavidAU/DeepSeek-Grand-Horror-SMB-R1-Distill-Llama-3.1-16B,DavidAU_DeepSeek-Grand-Horror-SMB-R1-Distill-Llama-3.1-16B,0d5799125f5fe7f157603cf9286091c4994fc2808a215b9b51529363f9dc6ee5,ffc26e5c5ffbf42976e5bdc13ea858127eb96cf7,ffc26e5c5ffbf42976e5bdc13ea858127eb96cf7,1,[292],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,292,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,DavidAU_DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,85c0342420e06e9a002a8e250aeeabc1c81052f1f330a87f19094321cc015d7d,95a95ccc16bb0d1c36a78e2bdf68bc60148608a3,95a95ccc16bb0d1c36a78e2bdf68bc60148608a3,1,[293],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,293,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,DavidAU_DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,d473da0538c254890cff193a58f0cf4a4dc3d3b8ecea062507a6b5455951d4ed,edd481ba969388f951af26d4a256538d02355342,edd481ba969388f951af26d4a256538d02355342,1,[294],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,294,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,DavidAU_DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,cd42f007f1f534afead3557dcb2e5dc88dc6cb70f373edbdc45b9aa823d7afe6,b96213180934664665855bae599d2a4c2023b68a,b96213180934664665855bae599d2a4c2023b68a,1,[295],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,295,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,DavidAU_DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,46151f1032a3c3438f822ed11ca8faa391a915a3ba8fbb5d7e6208c7695158e9,0b1829e4631ff716278c81dac4ed1cab655a3505,0b1829e4631ff716278c81dac4ed1cab655a3505,1,[296],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,296,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,DavidAU_DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,103a101d28df35e57615523045aea6b5aaef0d3312dcbb99669003e882dd9f85,39b96b8ceca904a96a5e3e524c2a9513f1850bdd,39b96b8ceca904a96a5e3e524c2a9513f1850bdd,1,[297],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,297,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Gemma-The-Writer-9B,DavidAU_Gemma-The-Writer-9B,b7989868d2a292e46ccf559630820cdfd74328442fecd622260f952a6efa0b57,fcd6c9a1d0f6acc5bffc7df72cd8e996a9573937,fcd6c9a1d0f6acc5bffc7df72cd8e996a9573937,1,[298],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,298,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Gemma-The-Writer-DEADLINE-10B,DavidAU_Gemma-The-Writer-DEADLINE-10B,562b7c9bb5380134c8bec19c2db2a4770b9f83a48611d999d45276d297f46cde,69f38a595090ce6ba154b21d9d8b4c690f02b74e,69f38a595090ce6ba154b21d9d8b4c690f02b74e,1,[299],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,299,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Gemma-The-Writer-J.GutenBerg-10B,DavidAU_Gemma-The-Writer-J.GutenBerg-10B,85af5620310c76a7b2f48b2349a3b1b4fb9797d355783876c7c76f78f30ffbad,7318b14104e3eb06c8e571ec8a51c7f027834d74,7318b14104e3eb06c8e571ec8a51c7f027834d74,1,[300],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,300,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,DavidAU_Gemma-The-Writer-Mighty-Sword-9B,45dab9214ff06d1d09e761988ae4be9ea543b3bba3ede1d3408b0a04fbdd6588,39e655b61e11cd9a53529c6bdf0e6357b5be6b2c,39e655b61e11cd9a53529c6bdf0e6357b5be6b2c,1,[301],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,301,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,DavidAU_Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,ccfea0051605180388df3a81b25feffe04e935341dfc4472fd74a2e742d4215a,1138d6b3e3527b75e7331044b1f0589a90667e8d,1138d6b3e3527b75e7331044b1f0589a90667e8d,1,[302],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,302,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-DARKEST-PLANET-16.5B,DavidAU_L3-DARKEST-PLANET-16.5B,61d1ba36deac065da111ce9cc9b330e7f771d462d979b0f1947ec50a7373f796,37545fbc229061956c1801968c33c5b187512c41,37545fbc229061956c1801968c33c5b187512c41,1,[303],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,303,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-Dark-Planet-8B,DavidAU_L3-Dark-Planet-8B,4127d2adeff64b9bad9f9f21d7150199c7e0879eec65e98af8f336434d82717e,462c9307ba4cfcb0c1edcceac5e06f4007bc803e,462c9307ba4cfcb0c1edcceac5e06f4007bc803e,1,[304],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,304,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-Jamet-12.2B-MK.V-Blackroot-Instruct,DavidAU_L3-Jamet-12.2B-MK.V-Blackroot-Instruct,4932266fb011193980d7ed8dd21cf4da3bc041ebbc5a006b050c8c2b2ed4a2d6,db4ae3d7b608fd0e7490d2fcfa0436e56e21af33,db4ae3d7b608fd0e7490d2fcfa0436e56e21af33,1,[305],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,305,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-Lumimaid-12.2B-v0.1-OAS-Instruct,DavidAU_L3-Lumimaid-12.2B-v0.1-OAS-Instruct,3a05dfdc8dc9a75daa13b56721512d7f75d8a10d0daa97133e1c156bf3923bcd,65a9e957dc4211aa3d87fdf588767823af5cde3f,65a9e957dc4211aa3d87fdf588767823af5cde3f,1,[306],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,306,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-SMB-Instruct-12.2B-F32,DavidAU_L3-SMB-Instruct-12.2B-F32,763c166b2e4164305ef45baef1e4ee27b2b74eb740fbaae5f8f3826817ae505e,ac5e205a41b17a7b05b1b62f352aacc7e65b2f13,ac5e205a41b17a7b05b1b62f352aacc7e65b2f13,1,[307],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,307,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,DavidAU_L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,1d0484ffb30f025f17a8246a985994dbb6f66a6d7ef08623f464e28067aec1da,7b626e50b6c35fcb064b8b039fcf30eae01c3fae,7b626e50b6c35fcb064b8b039fcf30eae01c3fae,1,[308],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,308,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3-Stheno-v3.2-12.2B-Instruct,DavidAU_L3-Stheno-v3.2-12.2B-Instruct,83cf392fe4f093d016a970b088c10bf8ace188e0b99726af3bab8e01aed02b04,8271fc32a601a4fa5efbe58c41a0ef4181ad8836,8271fc32a601a4fa5efbe58c41a0ef4181ad8836,1,[309],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,309,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,DavidAU_L3.1-Dark-Planet-SpinFire-Uncensored-8B,080998b6d90d466d649d6e834c5f7ae07b4176fbfd8f1d0a90a7726641227b50,9e4ae1310a0d2c82d50fe2aedc94ef084901ac48,9e4ae1310a0d2c82d50fe2aedc94ef084901ac48,1,[310],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,310,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,DavidAU_L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,9d7232ad7ccb189a8c81b786da3b3607a25813d78646ad6eb27c22e998da163f,1ed5318f6bf5461efa5168289ab6786f4987ca96,1ed5318f6bf5461efa5168289ab6786f4987ca96,1,[311],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,311,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,DavidAU_Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,c55e155bbb4717aeb048c143ada6d53258d921f0afa6590ab8b0062bdecca09d,412099bb6f570707a3a6ee311bfeb93a204c1b7b,412099bb6f570707a3a6ee311bfeb93a204c1b7b,1,[312],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,312,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,DavidAU_Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,b17028da7f7051d1799805cc8fa61dae4db8fe7a8847c32c49f8b888a34e1eba,8a908eadce5fc13ddedab2c854433245de430e41,8a908eadce5fc13ddedab2c854433245de430e41,1,[313],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,313,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavidAU/Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,DavidAU_Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,3e94445003c98b09fdfec0f3f885f4a842e01a71a6f336439424a1008e300bc9,7a447e7af3ce9ea515f25c04ab7f942fe637b521,7a447e7af3ce9ea515f25c04ab7f942fe637b521,1,[314],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,314,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
Davidsv/SUONG-1,Davidsv_SUONG-1,a40b2c54b60742714854d5a4264bbc0bfea9e9954eb39f4e5b09e053ae9dff34,5bab856eaa8836d4f37d736926bdd18b97ac3241,5bab856eaa8836d4f37d736926bdd18b97ac3241,1,[315],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,315,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavieLion/Llama-3.2-1B-SPIN-iter0,DavieLion_Llama-3.2-1B-SPIN-iter0,35ed4b6282488a26c51bde766b34bdb3d48afdd0b25d54a3874faf1326c4cb4f,bc1a37920fb5e3cb64a71a4deda649f33fecb95d,bc1a37920fb5e3cb64a71a4deda649f33fecb95d,2,"[316,317]",exact_name_multiple_records,exact C8 model-name string only; duplicate or unmatched source rows prevent unique join,,not_joined,no unique C1 row to carry through verified C1/C2 alignment,exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,2,0,False,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavieLion/Llama-3.2-1B-SPIN-iter1,DavieLion_Llama-3.2-1B-SPIN-iter1,c73cffcb986312d5be74d2c6efa375c0aa8d3fa681cfc4219a1e83b864e34be9,8c632ae68bd385af2e2270933326edbcd0044e8c,8c632ae68bd385af2e2270933326edbcd0044e8c,1,[318],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,318,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavieLion/Llama-3.2-1B-SPIN-iter2,DavieLion_Llama-3.2-1B-SPIN-iter2,fdf8bf91f0ba340bb65c6daf2197c3dccec076566aab9d742ccc7c15aa574bb9,36c9b3fd7196c6bac0fbe8f1e9c4f4fb3bcc993a,36c9b3fd7196c6bac0fbe8f1e9c4f4fb3bcc993a,1,[319],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,319,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavieLion/Llama-3.2-1B-SPIN-iter3,DavieLion_Llama-3.2-1B-SPIN-iter3,8f3b3c4e7a2c015b3b1a3f17698d8b8f9b4e1247b0f161d1219a5f5d499e26ee,108557f0db9b6f7c35ba8b0d094ebd81be6fe9fd,108557f0db9b6f7c35ba8b0d094ebd81be6fe9fd,2,"[320,321]",exact_name_multiple_records,exact C8 model-name string only; duplicate or unmatched source rows prevent unique join,,not_joined,no unique C1 row to carry through verified C1/C2 alignment,exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,2,0,False,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DavieLion/Lllma-3.2-1B,DavieLion_Lllma-3.2-1B,58c9d13e102bbcf630cae9ee066ad3abfd543da18cdb1c9a29b6727ac4415ee7,5e0d3bc7ca705a41f897a870efd4ff6ce455e20c,5e0d3bc7ca705a41f897a870efd4ff6ce455e20c,1,[322],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,322,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT,533bcf68bbe13553760fff75a9b87c30567bab0351a85f2daad2ee744fef2f0b,e9d7396bc0fa3d1ff4c1f4b1a0d81a1d1a7e977c,e9d7396bc0fa3d1ff4c1f4b1a0d81a1d1a7e977c,1,[323],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,323,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
Deci/DeciLM-7B,Deci_DeciLM-7B,a6597ec413746409f4b8e6ff60b3b57129b46af68decbaf14652cf5f0b8c88c0,c3c9f4226801dc0433f32aebffe0aac68ee2f051,c3c9f4226801dc0433f32aebffe0aac68ee2f051,1,[324],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,324,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
Deci/DeciLM-7B-instruct,Deci_DeciLM-7B-instruct,f6397ef2710520d9666d4ed69adc99e98838751dd3313cf5f64aa4e1b8dd1a76,4adc7aa9efe61b47b0a98b2cc94527d9c45c3b4f,4adc7aa9efe61b47b0a98b2cc94527d9c45c3b4f,1,[325],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,325,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/Explore_Llama-3.1-8B-Inst,DeepAutoAI_Explore_Llama-3.1-8B-Inst,5b4a87e1c32e787ef8eeaf9b7ff8a25185c6555df5b26f8deb3c74e869a896df,9752180fafd8f584625eb649c0cba36b91bdc3ce,9752180fafd8f584625eb649c0cba36b91bdc3ce,1,[326],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,326,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/Explore_Llama-3.2-1B-Inst,DeepAutoAI_Explore_Llama-3.2-1B-Inst,fcf56bdacdd20c9d24a0d6f883d6d4e32328dc5789c693219b1ee7a5431ee7d7,9fd790df246b8979c02173f7698819a7805fb04e,9fd790df246b8979c02173f7698819a7805fb04e,1,[327],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,327,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0,ba8899eba1ab8e427834e45dd97a8aed28630433cd01936919e15776db828e36,9509dee6b01fff1a11dc26cf58d7eecbe3d9d9c4,9509dee6b01fff1a11dc26cf58d7eecbe3d9d9c4,1,[328],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,328,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1,e2d2daf9790ae7564cdea0ff55f834b7dab101f52cf2b7866e8c76b8dbd8f993,3f8b0fb6dcc1e9725ba52dd086241d5d9e413100,3f8b0fb6dcc1e9725ba52dd086241d5d9e413100,1,[329],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,329,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1,bc2001ded8d538dce2b7be93b2c2f92bab293319cf103420c5ea0df0e21ac7d8,158b977bca89e073871e2313740a7c75eb1291af,158b977bca89e073871e2313740a7c75eb1291af,1,[330],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,330,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/causal_gpt2,DeepAutoAI_causal_gpt2,d53e8aaaf8f96625d4d93f29f9fa832f275854a71de3a369a6fccd507dc1ba59,995f029f6645dde1ef830406001754b904c49775,995f029f6645dde1ef830406001754b904c49775,1,[331],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,331,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0,99af1c1b69d845ba3a825e08849e7778aa013edd0cdd57971e9a000a30f334f9,8bad8800d04a06f3f906728ee223cab2f50453a0,8bad8800d04a06f3f906728ee223cab2f50453a0,1,[332],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,332,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/d2nwg_causal_gpt2,DeepAutoAI_d2nwg_causal_gpt2,014ddb30284f74fbc9dd4581e75f3a88299af97f0eeb2fc2f790f872c6d84bb1,eab065cba5a7a9b08f8b264d61d504c4ecbb611b,eab065cba5a7a9b08f8b264d61d504c4ecbb611b,1,[333],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,333,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
DeepAutoAI/d2nwg_causal_gpt2_v1,DeepAutoAI_d2nwg_causal_gpt2_v1,4cd2c233536da8d368c2e9bfde7d2d8949aa7241afcddf5181a6494fc962fdb0,3f40c3dcb3eb591dec80ff03573eec7928a7feaa,3f40c3dcb3eb591dec80ff03573eec7928a7feaa,1,[334],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,334,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
